facility_id,facility_name,site_kind,place_key,health_zone,province,opened_after,opened_by,opened_midpoint,interval_days,basis,censoring,explanation,date_first_mentioned,first_mention_after_gap,date_last_mentioned,status_latest,beds_latest,n_sitreps,n_events,flags,aliases,first_service,announced,last_not_open
site-tente-hgr-nizi,tente de l’HGR Nizi,other,nizi,Nizi,Ituri,2026-06-30,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-06-30, and never reported holding patients.",2026-06-30,FALSE,2026-06-30,under_construction,,1,1,"",tente de l’HGR Nizi,,,2026-06-30
site-thwamahavuka,Thwamahavuka,other,thwamahavuka,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-14,FALSE,2026-06-14,mention_only,,1,1,"",Thwamahavuka,,,
site-tm-green-world-hospi,TM green World Hospi,other,tm green world hospi,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-30,FALSE,2026-06-30,mention_only,,1,1,"",TM green World Hospi,,,
site-top-sante,Top Santé,other,top sante,Bunia,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-29,FALSE,2026-05-29,mention_only,,1,1,"",Top Santé,,,
site-ucbc,UCBC,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-13,TRUE,2026-06-13,mention_only,,1,1,"",UCBC,,,
site-unite-triage-hgr-vuhovi,unité de triage de l’HGR Vuhovi,other,vuhovi,Vuhovi,Nord-Kivu,2026-08-12,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-08-12, and never reported holding patients.",2026-08-12,FALSE,2026-08-12,under_construction,,1,1,"",unité de triage de l’HGR Vuhovi,,,2026-08-12
site-centre-medical-evangelique-nyakunde-cme-bunia,Centre Médical Evangélique Nyakunde (CME) de Bunia,other,bunia,Bunia,Ituri,,2026-05-26,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-05-26. No report shows it being built, so it may have opened much earlier.",2026-05-26,FALSE,2026-05-26,incident,,1,1,possible_host_variant,Centre Médical Evangélique Nyakunde (CME) de Bunia,2026-05-26,,
site-cliniques-universitaires,Cliniques universitaires,other,s universitaires,Isiro,Haut-Uele,,2026-05-31,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-05-31. No report shows it being built, so it may have opened much earlier.",2026-05-31,FALSE,2026-08-12,incident,,5,5,"",Cliniques universitaires; Cliniques Universitaires,2026-05-31,,
site-kami,KAMI,other,kami,"",Nord-Kivu,,2026-06-21,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-06-21. No report shows it being built, so it may have opened much earlier.",2026-06-21,FALSE,2026-06-21,operating,,1,1,"",KAMI,2026-06-21,,
site-cme-bunia,CME/Bunia,other,bunia,Bunia,Ituri,,2026-06-24,,,"announced, no earlier bound","left censored: open by this date, could have opened any time before","Opening announced on 2026-06-24. No report shows it being built, so it may have opened earlier.",2026-05-26,FALSE,2026-06-27,opened,,3,3,possible_host_variant;possible_same_site,CME/Bunia,,2026-06-24,
site-hgr-beni,HGR de Beni,other,beni,Beni,Nord-Kivu,,2026-07-02,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-02. No report shows it being built, so it may have opened much earlier.",2026-07-02,FALSE,2026-08-31,operating,,10,10,possible_host_variant;possible_same_site,HGR Beni; HGR de Beni,2026-07-02,,
site-centre-medical-joie,centre médical La Joie,other,beni,Beni,Nord-Kivu,,2026-08-01,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-01. No report shows it being built, so it may have opened much earlier.",2026-08-01,FALSE,2026-08-01,incident,,1,1,possible_host_variant,centre médical La Joie,2026-08-01,,
site-centre-sante-naissance-desirable,centre de santé Naissance Désirable,other,butsili,Beni,Nord-Kivu,,2026-08-09,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-09. No report shows it being built, so it may have opened much earlier.",2026-08-09,FALSE,2026-08-09,incident,,1,1,"",centre de santé Naissance Désirable,2026-08-09,,
site-pavillon-militaire,pavillon militaire,other,pavillon militaire,Tshopo,Tshopo,,2026-08-15,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-15. No report shows it being built, so it may have opened much earlier.",2026-08-15,FALSE,2026-08-19,incident,,2,2,"",pavillon militaire; Pavillon militaire,2026-08-15,,
site-ch-pimpester,CH Pimpester,other,pimpester,"",Haut-Uele,,2026-08-17,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-17. No report shows it being built, so it may have opened much earlier.",2026-08-17,FALSE,2026-08-17,incident,,1,1,"",CH Pimpester,2026-08-17,,
site-hgr-isiro,HGR d’Isiro,other,isiro,Isiro,Haut-Uele,2026-07-13,2026-08-18,2026-07-31,36,bounded both sides,bounded,"Reported still building on 2026-07-13 and holding patients by 2026-08-18, so it opened in the 36 days between.",2026-07-13,FALSE,2026-09-09,operating,,6,6,possible_host_variant;possible_same_site,HGR d’Isiro; HGR Isiro,2026-08-18,,2026-07-13
site-cs-ndindi,CS de Ndindi,other,ndindi,"",Nord-Kivu,,2026-08-19,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-19. No report shows it being built, so it may have opened much earlier.",2026-08-19,FALSE,2026-08-19,incident,,1,1,"",CS de Ndindi,2026-08-19,,
site-morgue-ngalika,morgue de Ngalika,other,ngalika,"",Nord-Kivu,,2026-08-24,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-24. No report shows it being built, so it may have opened much earlier.",2026-08-24,FALSE,2026-08-24,incident,,1,1,"",morgue de Ngalika,2026-08-24,,
site-matanda,Matanda,other,matanda,"",Nord-Kivu,,2026-09-02,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-02. No report shows it being built, so it may have opened much earlier.",2026-08-04,FALSE,2026-09-02,operating,,2,2,possible_host_variant;possible_same_site,Matanda,2026-09-02,,
site-hgr-makiso-kisangani,HGR Makiso-Kisangani,other,makiso kisangani,Makiso Kisangani,Tshopo,,2026-09-12,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-12. No report shows it being built, so it may have opened much earlier.",2026-08-03,FALSE,2026-09-13,operating,,17,17,possible_same_host;possible_same_site,HGR Makiso-Kisangani,2026-09-12,,
ct-hgr-buta,HGR de Buta,transit_centre,buta,Buta,Bas-Uele,2026-09-06,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-09-06, and never reported holding patients.",2026-08-19,FALSE,2026-09-06,planned,,7,7,"",centre de transit à l’HGR de Buta; HGR de Buta,,,2026-09-06
ct-matanda,CT de Matanda,transit_centre,matanda,"",Nord-Kivu,2026-08-24,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-08-24, and never reported holding patients.",2026-08-24,FALSE,2026-08-24,under_construction,,1,1,possible_same_site,CT de Matanda,,,2026-08-24
ct-mpox,CT Mpox,transit_centre,mpox,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-04,FALSE,2026-08-04,mention_only,,1,1,"",CT Mpox,,,
ct-bunia,CT Bunia,transit_centre,bunia,Bunia,Ituri,,2026-05-23,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-05-23. No report shows it being built, so it may have opened much earlier.",2026-05-23,FALSE,2026-08-26,operating,,2,2,possible_host_variant;possible_same_host;possible_same_site,CT Bunia,2026-05-23,,
ct-rwampara,CT de Rwampara,transit_centre,rwampara,Rwampara,Ituri,,2026-05-24,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-05-24. No report shows it being built, so it may have opened much earlier.",2026-05-24,FALSE,2026-05-27,incident,,2,2,possible_same_site,CT de Rwampara,2026-05-24,,
ct-bambu,CT Bambu,transit_centre,bambu,Bambu,Ituri,,2026-05-27,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-05-27. No report shows it being built, so it may have opened much earlier.",2026-05-27,FALSE,2026-08-09,strained,,9,9,possible_same_site,CT Bambu; CT BAMBU; CT de Bambu,2026-05-27,,
ct-heal-africa,CT HEAL AFRICA,transit_centre,heal africa,Goma,Nord-Kivu,,2026-05-27,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-05-27. No report shows it being built, so it may have opened much earlier.",2026-05-27,FALSE,2026-06-02,operating,19,3,3,"",CT HEAL AFRICA; Heal Africa,2026-05-27,,
ct-hgr-musienene,CT de l’HGR de Musienene,transit_centre,musienene,Musienene,Nord-Kivu,,2026-07-01,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-01. No report shows it being built, so it may have opened much earlier.",2026-07-01,FALSE,2026-09-05,under_construction,,14,14,possible_same_site,CT de l’HGR de Musienene; CT de l'HGR Musienene; CT de Musienene; CT Musienene,2026-07-01,,
ct-beni,CT de Beni,transit_centre,beni,Beni,Nord-Kivu,,2026-07-02,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-02. No report shows it being built, so it may have opened much earlier.",2026-07-02,FALSE,2026-09-02,operating,,6,6,possible_same_site,Beni; CT de Beni; CT de l’HGR de Beni,2026-07-02,,
ct-1ct-sota,1CT SOTA,transit_centre,sota,Nyankunde,Ituri,,2026-07-03,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-03. No report shows it being built, so it may have opened much earlier.",2026-07-03,FALSE,2026-07-03,operating,,1,1,"",1CT SOTA,2026-07-03,,
ct-sota,CT Sota,transit_centre,sota,Nyankunde,Ituri,,2026-07-05,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-05. No report shows it being built, so it may have opened much earlier.",2026-07-05,FALSE,2026-07-15,operating,,7,7,possible_same_site,CT Sota; CT SOTA,2026-07-05,,
ct-logo,CT Logo,transit_centre,logo,Logo,Ituri,,2026-07-06,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-06. No report shows it being built, so it may have opened much earlier.",2026-07-06,FALSE,2026-07-06,operating,,1,1,possible_same_site,CT Logo,2026-07-06,,
ct-nizi,CT Nizi,transit_centre,nizi,Nizi,Ituri,,2026-07-07,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-07. No report shows it being built, so it may have opened much earlier.",2026-07-07,FALSE,2026-07-14,operating,,4,4,possible_same_site,CT Nizi,2026-07-07,,
ct-camp-deplaces-kingoze,CT du camp de déplacés de Kingoze,transit_centre,kingoze,"",Ituri,,2026-07-10,,,"announced, no earlier bound","left censored: open by this date, could have opened any time before","Opening announced on 2026-07-10. No report shows it being built, so it may have opened earlier.",2026-07-10,FALSE,2026-07-10,opened,,1,1,"",CT du camp de déplacés de Kingoze,,2026-07-10,
ct-hgr-nia-nia,CT de Nia-Nia,transit_centre,nia nia,Nia Nia,Ituri,,2026-07-11,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-11. No report shows it being built, so it may have opened much earlier.",2026-07-11,FALSE,2026-08-10,strained,,2,2,possible_same_site,CT de Nia-Nia; CT HGR Nia-Nia,2026-07-11,,
ct-camp-kingozi,CT du camp de Kingozi,transit_centre,camp kingozi,"",Ituri,,2026-07-12,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-12. No report shows it being built, so it may have opened much earlier.",2026-07-12,FALSE,2026-07-12,expanded,,1,1,"",CT du camp de Kingozi,2026-07-12,,
ct-uob,centre de transit de l'UOB,transit_centre,uob,"",Sud-Kivu,,2026-07-12,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-12. No report shows it being built, so it may have opened much earlier.",2026-07-12,FALSE,2026-07-12,operating,,1,1,"",centre de transit de l'UOB,2026-07-12,,
ct-fataki,CT Fataki,transit_centre,fataki,Fataki,Ituri,,2026-07-14,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-14. No report shows it being built, so it may have opened much earlier.",2026-07-14,FALSE,2026-07-14,operating,,1,1,possible_same_site,CT Fataki,2026-07-14,,
ct-hgr-bunia,CT HGR Bunia,transit_centre,bunia,Bunia,Ituri,,2026-07-14,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-14. No report shows it being built, so it may have opened much earlier.",2026-07-14,FALSE,2026-07-14,operating,,1,1,possible_host_variant;possible_same_host;possible_same_site,CT HGR Bunia,2026-07-14,,
ct-ctem,CTEM,transit_centre,ctem,"",Ituri,,2026-07-21,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-21. No report shows it being built, so it may have opened much earlier.",2026-07-21,FALSE,2026-07-21,operating,,1,1,"",CTEM,2026-07-21,,
ct-oicha,CT d’Oicha,transit_centre,oicha,Oicha,Nord-Kivu,,2026-07-23,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-23. No report shows it being built, so it may have opened much earlier.",2026-06-24,FALSE,2026-08-18,operating,,3,3,possible_same_site,CT d’Oicha; CT de l’HGR Oicha; CT OICHA,2026-07-23,,
ct-hgr-kilo,HGR Kilo,transit_centre,kilo,Kilo,Ituri,,2026-07-30,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-07-30. No report shows it being built, so it may have opened much earlier.",2026-05-24,FALSE,2026-07-31,strained,,5,5,"",HGR Kilo,2026-07-30,,
ct-hc-kisangani,CT de l'HC Kisangani,transit_centre,kisangani,Makiso Kisangani,Tshopo,,2026-08-03,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-03. No report shows it being built, so it may have opened much earlier.",2026-08-03,FALSE,2026-08-04,operating,20,2,2,possible_same_site,CT de l'HC Kisangani,2026-08-03,,
ct-kanzuli,CT Kanzuli,transit_centre,kanzuli,"",Nord-Kivu,,2026-08-10,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-10. No report shows it being built, so it may have opened much earlier.",2026-08-10,FALSE,2026-08-10,operating,,1,1,"",CT Kanzuli,2026-08-10,,
ct-vuhovi,CT de Vuhovi,transit_centre,vuhovi,Vuhovi,Nord-Kivu,,2026-08-19,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-19. No report shows it being built, so it may have opened much earlier.",2026-08-19,FALSE,2026-08-19,operating,,1,1,"",CT de Vuhovi,2026-08-19,,
ct-limba,centre de transit de Limba,transit_centre,limba,Viadana,Bas-Uele,,2026-08-20,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-20. No report shows it being built, so it may have opened much earlier.",2026-08-20,FALSE,2026-08-20,operating,3,1,1,"",centre de transit de Limba,2026-08-20,,
ct-elikia,CT Elikia,transit_centre,elikia,Bunia,Ituri,,2026-08-26,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-26. No report shows it being built, so it may have opened much earlier.",2026-08-26,FALSE,2026-08-27,operating,,2,2,"",CT Elikia,2026-08-26,,
ct-kigonze,CT de Kigonze,transit_centre,kigonze,Bunia,Ituri,,2026-08-26,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-26. No report shows it being built, so it may have opened much earlier.",2026-08-26,FALSE,2026-09-08,operating,,6,6,possible_same_site,CT de Kigonze; CT Kigonze,2026-08-26,,
ct-cub,CUB,transit_centre,cub,"",Sud-Kivu,,2026-08-27,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-27. No report shows it being built, so it may have opened much earlier.",2026-08-27,FALSE,2026-08-27,operating,,1,1,"",CUB,2026-08-27,,
ct-fomulac,FOMULAC,transit_centre,fomulac,Katana,Sud-Kivu,,2026-08-27,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-27. No report shows it being built, so it may have opened much earlier.",2026-08-27,FALSE,2026-08-27,operating,,1,1,possible_same_site,FOMULAC,2026-08-27,,
ct-lwiro,CT de Lwiro,transit_centre,lwiro,Miti Murhesa,Sud-Kivu,,2026-08-27,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-27. No report shows it being built, so it may have opened much earlier.",2026-08-27,FALSE,2026-08-27,operating,,1,1,possible_same_site,CT de Lwiro,2026-08-27,,
ct-nyangezi,Nyangezi,transit_centre,nyangezi,Nyangezi,Sud-Kivu,,2026-08-27,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-27. No report shows it being built, so it may have opened much earlier.",2026-08-27,FALSE,2026-08-27,operating,,1,1,"",Nyangezi,2026-08-27,,
ct-lolwa,CT de Lolwa,transit_centre,lolwa,Lolwa,Ituri,,2026-08-30,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-08-30. No report shows it being built, so it may have opened much earlier.",2026-08-30,FALSE,2026-09-01,strained,,3,3,possible_same_site,CT de Lolwa,2026-08-30,,
ct-mayogo,CT de Mayogo,transit_centre,mayogo,Isiro,Haut-Uele,,2026-09-04,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-04. No report shows it being built, so it may have opened much earlier.",2026-09-04,FALSE,2026-09-04,operating,,1,1,"",CT de Mayogo,2026-09-04,,
ct-mangala,CT de Mangala,transit_centre,mangala,Mangala,Ituri,,2026-09-08,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-08. No report shows it being built, so it may have opened much earlier.",2026-09-08,FALSE,2026-09-08,operating,,1,1,possible_same_site,CT de Mangala,2026-09-08,,
ct-hgr-makiso-kisangani,centre de transit de l'HGR Makiso-Kisangani,transit_centre,makiso kisangani,Makiso Kisangani,Tshopo,,2026-09-09,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-09-09. No report shows it being built, so it may have opened much earlier.",2026-09-09,FALSE,2026-09-12,operating,,4,4,possible_same_site,centre de transit de l'HGR Makiso-Kisangani; CT de l’HGR Makiso-Kisangani,2026-09-09,,
cte-bafwasende,CTE de Bafwasende,treatment_centre,bafwasende,Bafwasende,Tshopo,2026-09-12,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-09-12, and never reported holding patients.",2026-09-07,FALSE,2026-09-12,under_construction,,6,6,"",Bafwasende; CTE de Bafwasende,,,2026-09-12
cte-ctm,CTM,treatment_centre,ctm,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-06,FALSE,2026-09-06,mention_only,,1,1,"",CTM,,,
cte-ctmi,CTMI,treatment_centre,ctmi,"",Tshopo,2026-09-11,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-09-11, and never reported holding patients.",2026-08-05,FALSE,2026-09-11,planned,,3,3,"",CTMI,,,2026-09-11
cte-elikya-bunia,CTE Elikya/Bunia,treatment_centre,bunia,Bunia,Ituri,2026-07-05,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-07-05, and never reported holding patients.",2026-07-05,FALSE,2026-07-05,under_construction,,1,1,"",CTE Elikya/Bunia,,,2026-07-05
cte-hgr-katwa,HGR Katwa,treatment_centre,katwa,Katwa,Nord-Kivu,2026-06-07,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-06-07, and never reported holding patients.",2026-06-06,FALSE,2026-08-15,under_construction,,6,7,possible_host_variant;possible_same_host,CTE à l’HGR Katwa; HGR de Katwa; HGR Katwa,,,2026-06-07
cte-itav,CTE à l’ITAV,treatment_centre,itav,"",Nord-Kivu,2026-08-20,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-08-20, and never reported holding patients.",2026-08-16,FALSE,2026-08-20,planned,,3,3,"",CTE à l’ITAV; CTE de l'ITAV,,,2026-08-20
cte-matanda,CTE de Matanda,treatment_centre,matanda,"",Nord-Kivu,2026-09-05,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-09-05, and never reported holding patients.",2026-06-17,FALSE,2026-09-05,under_construction,,4,4,possible_same_site,CTE de l’hôpital Matanda; CTE de Matanda; CTE MATANDA,,,2026-09-05
cte-simisimi,CTE normé de Simisimi,treatment_centre,simisimi,Basoko,Tshopo,2026-08-15,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-08-15, and never reported holding patients.",2026-08-15,FALSE,2026-08-15,under_construction,,1,1,"",CTE normé de Simisimi,,,2026-08-15
cte-mongbwalu,CTE de Mongbwalu,treatment_centre,mongbwalu,Mongbwalu,Ituri,,2026-05-19,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-05-19. No report shows it being built, so it may have opened much earlier.",2026-05-19,FALSE,2026-09-05,operating,60,24,25,possible_host_variant;possible_same_host,CTE à Mongbwalu; CTE de Mongbwalu; CTE Mongbwalu; CTE Mongwalu; Mongbwalu,2026-05-19,2026-08-14,
cte-cme,CTE CME,treatment_centre,rwampara,Rwampara,Ituri,2026-05-25,2026-05-27,2026-05-26,2,bounded both sides,bounded,"Reported still building on 2026-05-25 and holding patients by 2026-05-27, so it opened in the 2 days between.",2026-05-25,FALSE,2026-09-04,operating,27,28,29,"",CME; CTC CME; CTE CME; CTE du CME; CTE-CME,2026-05-27,,2026-05-25
cte-rwampara,CTE Rwampara,treatment_centre,rwampara,Rwampara,Ituri,2026-05-24,2026-05-27,2026-05-25,3,bounded both sides,bounded,"Reported still building on 2026-05-24 and holding patients by 2026-05-27, so it opened in the 3 days between.",2026-05-24,FALSE,2026-09-06,strained,100,35,38,possible_host_variant;possible_same_host;possible_same_site,Centre de Traitement Ebola (CTE) de la zone de santé de Rwampara; CTE de Rwampara; CTE Rwampara; CTE RWAMPARA; Rwampara,2026-05-27,2026-06-02,2026-05-24
cte-hgr-bunia,CTE à l’HGR Bunia,treatment_centre,bunia,Bunia,Ituri,2026-05-28,2026-05-29,2026-05-28,1,bounded both sides,bounded,"Reported still building on 2026-05-28 and holding patients by 2026-05-29, so it opened in the 1 days between.",2026-05-24,FALSE,2026-09-08,operating,,24,29,possible_host_variant;possible_same_host;possible_same_site,"CTE à l’HGR Bunia; CTE à l’HGR BUNIA; CTE à l’HGR/Bunia; CTE au HGR Bunia; CTE de l’HGR Bunia; CTE de l'HGR de Bunia; CTE de l’HGR de Bunia; CTE HGR Bunia; CTE HGR/Bunia; CTE, l’HGR Bunia; CTE/HGR Bunia; HGR/Bunia; l’HGR Bunia",2026-05-29,2026-06-15,2026-05-28
cte-bunia,CTE Bunia,treatment_centre,bunia,Bunia,Ituri,2026-05-29,2026-05-30,2026-05-29,1,bounded both sides,bounded,"Reported still building on 2026-05-29 and holding patients by 2026-05-30, so it opened in the 1 days between.",2026-05-29,FALSE,2026-09-11,operating,,23,24,possible_host_variant;possible_same_host;possible_same_site,Bunia; CTE Bunia; CTE de Bunia,2026-05-30,,2026-05-29
cte-cme-rwampara,Centre de Traitement Ebola (CTE) normé de CME Rwampara,treatment_centre,rwampara,Rwampara,Ituri,,2026-05-31,,,"announced, no earlier bound","left censored: open by this date, could have opened any time before","Opening announced on 2026-05-31. No report shows it being built, so it may have opened earlier.",2026-05-31,FALSE,2026-07-15,strained,,3,3,possible_host_variant,Centre de Traitement Ebola (CTE) normé de CME Rwampara; CTE CME de Rwampara; CTE normé CME Rwampara,2026-07-15,2026-05-31,
cte-lwiro,CTE Lwiro,treatment_centre,lwiro,Miti Murhesa,Sud-Kivu,,2026-06-01,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-06-01. No report shows it being built, so it may have opened much earlier.",2026-06-01,FALSE,2026-08-18,strained,,4,4,possible_same_site,CTE de Lwiro; CTE Lwiro; CTE LWIRO,2026-06-01,,
cte-nyankunde,CTE Nyankunde,treatment_centre,nyankunde,Nyankunde,Ituri,2026-05-25,2026-06-05,2026-05-30,11,bounded both sides,bounded,"Reported still building on 2026-05-25 and holding patients by 2026-06-05, so it opened in the 11 days between.",2026-05-25,FALSE,2026-09-13,operating,,16,16,possible_host_variant;possible_same_host,CTE de Nyankunde; CTE Nyakunde; CTE Nyankunde; Nyankunde,2026-06-05,,2026-05-25
cte-katwa,CTE de Katwa,treatment_centre,katwa,Katwa,Nord-Kivu,2026-06-03,2026-06-07,2026-06-05,4,bounded both sides,bounded,"Reported still building on 2026-06-03 and holding patients by 2026-06-07, so it opened in the 4 days between.",2026-06-03,FALSE,2026-09-12,strained,,32,35,possible_host_variant;possible_same_host,CTE à Katwa; CTE de Katwa; CTE en construction à Katwa; CTE Katwa; Katwa,2026-06-07,,2026-06-03
cte-bambu,CTE de Bambu,treatment_centre,bambu,Bambu,Ituri,,2026-06-08,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-06-08. No report shows it being built, so it may have opened much earlier.",2026-06-04,FALSE,2026-09-05,under_construction,,27,33,possible_same_site,Bambu; CTE de Bambu,2026-06-08,,
cte-elikya,CTE Elikya,treatment_centre,elikya,Bunia,Ituri,,2026-06-10,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-06-10. No report shows it being built, so it may have opened much earlier.",2026-06-10,FALSE,2026-08-23,operating,,22,23,possible_same_site,centre de traitement Elikya; CTE Elikya; CTE ELIKYA; CTE Elykia; Elykia,2026-06-10,,
cte-cme-bunia,CTE CME Bunia,treatment_centre,bunia,Bunia,Ituri,2026-06-07,2026-06-11,2026-06-09,4,bounded both sides,bounded,"Reported still building on 2026-06-07 and holding patients by 2026-06-11, so it opened in the 4 days between.",2026-05-26,FALSE,2026-08-05,incident,,19,20,possible_host_variant;possible_same_site,CME Bunia; CME BUNIA; CTE au CME Bunia; CTE CME Bunia; CTE CME de Bunia; CTE CME/Bunia; CTE/CME-Bunia; CTE/CME-BUNIA,2026-06-11,2026-06-25,2026-06-07
cte-cme-nyankunde,CTE CME Nyankunde,treatment_centre,nyankunde,Nyankunde,Ituri,,2026-06-14,,,"in service, no earlier bound","left censored: open by this date, could have opened any time before","First reported holding patients on 2026-06-14. No report shows it being built, so it may have opened much earlier.",2026-06-14,FALSE,2026-06-22,operating,,2,2,possible_host_variant;possible_same_site,CTE CME Nyankunde; CTE/CME Nyankunde,2026-06-14,,
cte-istm-nyankunde,ISTM Nyankunde,treatment_centre,nyankunde,Nyankunde,Ituri,2026-06-13,2026-06-16,2026-06-14,3,bounded both sides,bounded,"Reported still building on 2026-06-13 and holding patients by 2026-06-16, so it opened in the 3 days between.",2026-06-11,FALSE,2026-07-11,operating,,7,7,possible_host_variant;possible_same_host,CTE IST Nyankunde; CTE ISTM Nyankunde; CTE ISTM/Nyankunde; ISTM Nyankunde; ISTM/Nyakunde; ISTM/Nyankunde,2026-07-11,2026-06-16,2026-06-13
