label_key,role,topic,topic_suggested,kind,n_appearances,n_reports,first_sitrep,last_sitrep,has_series,still_reported,cluster,n_in_cluster,first_date,last_date,example_caption,example_raw
cas confirmes notifies apres 24h,indicator,"",cases,column,3,3,48,51,FALSE,FALSE,cas confirmes notifies apres 24h,1,2026-07-01,2026-07-04,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Cas confirmes notifies apres 24h
deces confirmes parmi les notifies apres 24h,indicator,"",cases,column,3,3,48,51,FALSE,FALSE,deces confirmes parmi les notifies apres 24h,1,2026-07-01,2026-07-04,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Deces confirmes parmi les notifies apres 24h
patients en isolement (fin j) dont confirmés,indicator,"",treatment,row_label,3,3,60,78,FALSE,FALSE,patients en isolement  fin j  dont confirmes,1,2026-07-13,2026-07-31,"TABLEAU 6 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI), AU 13/07/2026",Patients en isolement (fin J) dont confirmés
taux d’occupation des lits chez les confirmés,indicator,"",treatment,column,2,2,1,2,FALSE,FALSE,taux doccupation des lits chez les confirmes,1,2026-05-14,2026-05-17,"",Taux d’occupation des lits chez les confirmés
taux d’occupation des lits chez les suspects,indicator,"",treatment,column,2,2,1,2,FALSE,FALSE,taux doccupation des lits chez les suspects,1,2026-05-14,2026-05-17,"",Taux d’occupation des lits chez les suspects
cas suspects en isolement,indicator,"",cases,row_label,2,2,2,17,FALSE,FALSE,cas suspects en isolement,1,2026-05-17,2026-05-31,"Tableau 1. Répartition des alertes reçues, validées et investiguées par Zone de santé",Cas Suspects en isolement
suivi journalier nouveau1x contacts,indicator,"",contacts,column,2,2,6,6,FALSE,FALSE,suivi journalier nouveaux contacts,2,2026-05-20,2026-05-20,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Suivi journalier Nouveau1x contacts le 20/05/2026
bunia hgr,indicator,"","",column,2,2,6,6,FALSE,FALSE,bunia hgr,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,BUNIA HGR
bunia sofepadi,indicator,"","",column,2,2,6,6,FALSE,FALSE,bunia sofepadi,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,BUNIA SOFEPADI
bunia clibnique bénedicte,indicator,"","",column,2,2,6,6,FALSE,FALSE,bunia clibnique benedicte,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,BUNIA Clibnique Bénedicte
bunia rwaole,indicator,"","",column,2,2,6,6,FALSE,FALSE,bunia rwaole,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,BUNIA RWAOLE
bunia ch elikya,indicator,"","",column,2,2,6,6,FALSE,FALSE,bunia ch elikya,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,BUNIA CH ELIKYA
bunia total,indicator,"","",column,2,2,6,6,FALSE,FALSE,bunia total,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,BUNIA TOTAL
rwampara hgr,indicator,"","",column,2,2,6,6,FALSE,FALSE,rwampara hgr,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,RWAMPARA HGR
rwampara cme,indicator,"","",column,2,2,6,6,FALSE,FALSE,rwampara cme,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,RWAMPARA CME
rwampara ch salama,indicator,"","",column,2,2,6,6,FALSE,FALSE,rwampara ch salama,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,RWAMPARA CH SALAMA
rwampara cs hoho,indicator,"","",column,2,2,6,6,FALSE,FALSE,rwampara cs hoho,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,RWAMPARA CS HOHO
rwampara total,indicator,"","",column,2,2,6,6,FALSE,FALSE,rwampara total,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,RWAMPARA TOTAL
nouvelles admissions ppl,indicator,"",treatment,row_label,2,2,6,6,FALSE,FALSE,nouvelles admissions ppl,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Nouvelles Admissions PPL
nouvelles admissions autres,indicator,"",treatment,row_label,2,2,6,6,FALSE,FALSE,nouvelles admissions autres,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Nouvelles Admissions Autres
nouvelles admissions total,indicator,"",treatment,row_label,2,2,6,6,FALSE,FALSE,nouvelles admissions total,1,2026-05-20,2026-05-20,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Nouvelles Admissions Total
nouveaux décès parmis confirmés,indicator,"",cases,column,2,2,7,8,FALSE,FALSE,nouveaux deces parmis confirmes,2,2026-05-21,2026-05-22,Tableau I. Répartition des cas et décès confirmés par zone de santé dans les provinces touchées,Nouveaux décès parmis confirmés
nbre de décès probable**,indicator,"",cases,column,2,2,7,8,FALSE,FALSE,nbre de deces probable,1,2026-05-21,2026-05-22,"Tableau IV. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri, Nord-Kivu et Sud Kivu au 22 mai 2026*",Nbre de décès probable**
reprélèvem ent,indicator,"",laboratory,column,2,1,7,7,FALSE,FALSE,reprevelement,4,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Reprélèvem ent
total général,indicator,"","",column,2,2,7,9,FALSE,FALSE,total general,2,2026-05-21,2026-05-23,Tableau VI. Mouvement des malades dans les établissements de soins en date du 21 mai 2026,Total Général
provenance /zs,indicator,"","",column,2,1,8,8,FALSE,FALSE,provenance zs,3,2026-05-22,2026-05-22,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Provenance /ZS
diagnostic résultats p1 positifs,indicator,"",laboratory,column,2,2,8,9,FALSE,FALSE,diagnostic resultats p1 positifs,2,2026-05-22,2026-05-23,REPARTITION DES ECHANTILLONS REPRELEVES,Diagnostic Résultats P1 Positifs
diagnostic résultats p1 négatifs,indicator,"",laboratory,column,2,2,8,9,FALSE,FALSE,diagnostic resultats p1 negatifs,2,2026-05-22,2026-05-23,REPARTITION DES ECHANTILLONS REPRELEVES,Diagnostic Résultats P1 Négatifs
diagnostic résultats p2 positifs,indicator,"",laboratory,column,2,2,8,9,FALSE,FALSE,diagnostic resultats p1 positifs,2,2026-05-22,2026-05-23,REPARTITION DES ECHANTILLONS REPRELEVES,Diagnostic Résultats P2 Positifs
diagnostic résultats p2 négatifs,indicator,"",laboratory,column,2,2,8,9,FALSE,FALSE,diagnostic resultats p1 negatifs,2,2026-05-22,2026-05-23,REPARTITION DES ECHANTILLONS REPRELEVES,Diagnostic Résultats P2 Négatifs
suivi résultats p3 à p5 positifs,indicator,"",laboratory,column,2,2,8,9,FALSE,FALSE,suivi resultats p3 a p5 positifs,1,2026-05-22,2026-05-23,REPARTITION DES ECHANTILLONS REPRELEVES,Suivi Résultats P3 à P5 Positifs
suivi résultats p3 à p5 négatifs,indicator,"",laboratory,column,2,2,8,9,FALSE,FALSE,suivi resultats p3 a p5 negatifs,1,2026-05-22,2026-05-23,REPARTITION DES ECHANTILLONS REPRELEVES,Suivi Résultats P3 à P5 Négatifs
zs nyankunde,indicator,"","",column,2,2,8,9,FALSE,FALSE,zs nyankunde,1,2026-05-22,2026-05-23,Tableau VI. Mouvement des malades dans les établissements de soins en date du 22/05/2026,ZS NYANKUNDE
nouveaux décès parmi confirmés,indicator,"",cases,column,2,2,9,10,FALSE,FALSE,nouveaux deces parmis confirmes,2,2026-05-23,2026-05-24,Tableau I. Répartition des cas et décès confirmés par zone de santé dans les provinces touchées en date du 23/05/2026,Nouveaux décès parmi confirmés
cumul de malades admis en isolement,indicator,"",treatment,row_label,2,2,9,10,FALSE,FALSE,cumul de malades admis en isolement,1,2026-05-23,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 23/05/2026,Cumul de malades admis en isolement
sorties cumul des décès,indicator,"",cases,row_label,2,2,9,10,FALSE,FALSE,sorties cumul des deces,1,2026-05-23,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 23/05/2026,Sorties Cumul des décès
echantillons,indicator,"",laboratory,column,2,2,10,11,FALSE,FALSE,echantillons,1,2026-05-24,2026-05-25,"",Echantillons
variables,indicator,"","",column,2,2,11,12,FALSE,FALSE,variables,1,2026-05-25,2026-05-26,Tableau III. Synthèse de données au PoE/PoC du 25/05/2026,VARIABLES
nbre des cas positifs,indicator,"",cases,row_label,2,2,13,15,FALSE,FALSE,nbre des cas positifs,1,2026-05-27,2026-05-29,Tableau IV. Point sur la situation de laboratoire en date du 27/05/2026,Nbre des cas positifs
indicateurs et variables,indicator,"","",column,2,2,13,14,FALSE,FALSE,indicateurs et variables,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Indicateurs et Variables
hgr bunia (12 lits: 08 s et 03 c ),indicator,"",treatment,column,2,2,13,14,FALSE,FALSE,hgr bunia  12 lits  08 s et 03 c,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,HGR BUNIA (12 Lits: 08 S et 03 C )
hgr rwampara (18 lits: 08 c et 10 s),indicator,"",treatment,column,2,2,13,14,FALSE,FALSE,hgr rwampara  18 lits  08 c et 10 s,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,HGR RWAMPARA (18 Lits: 08 C et 10 S)
cme (27 lits : 08 conf et 19 s ),indicator,"",treatment,column,2,2,13,14,FALSE,FALSE,cme  27 lits   08 conf et 19 s,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,CME (27 Lits : 08 Conf et 19 S )
hgr mungbwalu (40 lits: 12 c et 28 s ),indicator,"",treatment,column,2,2,13,14,FALSE,FALSE,hgr mungbwalu  40 lits  12 c et 28 s,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,HGR MUNGBWALU (40 Lits: 12 C et 28 S )
hgr nyakunde,indicator,"","",column,2,2,13,14,FALSE,FALSE,hgr nyankunde,2,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,HGR NYAKUNDE
ct bambu,indicator,"",treatment,column,2,2,13,14,FALSE,FALSE,ct bambu,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,CT BAMBU
ct heal africa (nord-kivu) 19 lits,indicator,"",treatment,column,2,2,13,14,FALSE,FALSE,ct heal africa  nord kivu  19 lits,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,CT HEAL AFRICA (Nord-kivu) 19 lits
total et tx d'occup,indicator,"","",column,2,2,13,14,FALSE,FALSE,total et tx doccup,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,TOTAL et Tx d'occup
nouvelles ppl,indicator,"",workforce,row_label,2,2,13,14,FALSE,FALSE,nouvelles ppl,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Nouvelles PPL
admissions autres,indicator,"",treatment,row_label,2,2,13,14,FALSE,FALSE,admissions autres,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Admissions Autres
sorties transférés,indicator,"",treatment,row_label,2,2,13,14,FALSE,FALSE,sorties transferes,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Sorties Transférés
malades hospitalisés total,indicator,"",treatment,row_label,2,2,13,14,FALSE,FALSE,malades hospitalises total,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Malades Hospitalisés Total
malades hospitalisés nvx cas confirmés,indicator,"",cases,row_label,2,2,13,14,FALSE,FALSE,malades hospitalises nvx cas confirmes,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Malades Hospitalisés Nvx Cas Confirmés
malades hospitalisés anciens cas confirmés,indicator,"",cases,row_label,2,2,13,14,FALSE,FALSE,malades hospitalises anciens cas confirmes,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Malades Hospitalisés Anciens Cas Confirmés
malades hospitalisés suspects,indicator,"",treatment,row_label,2,2,13,14,FALSE,FALSE,malades hospitalises suspects,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Malades Hospitalisés Suspects
malades hospitalisés suspect < 5 ans,indicator,"",treatment,row_label,2,2,13,14,FALSE,FALSE,malades hospitalises suspect   5 ans,1,2026-05-27,2026-05-28,Tableau V. Mouvement des malades dans les établissements de soins en date du 27/05/2026,Malades Hospitalisés Suspect < 5 ans
cfr,indicator,"","",column,2,2,17,48,FALSE,FALSE,cfr,1,2026-05-31,2026-07-01,Tableau 1 : Répartition des cas et décès confirmés par province touchée en date du 01 juillet 2026.,CFR
indicateur poe/poc,indicator,"",points_of_entry,column,2,2,17,18,FALSE,FALSE,indicateur poe poc,1,2026-05-31,2026-06-01,Surveillance aux Points d'Entrée et Points de Contrôle (PoE/PoC),Indicateur PoE/PoC
valeur (24h),indicator,"","",column,2,2,17,18,FALSE,FALSE,valeur  24h,1,2026-05-31,2026-06-01,Surveillance aux Points d'Entrée et Points de Contrôle (PoE/PoC),Valeur (24h)
taux,indicator,"","",column,2,2,17,18,FALSE,FALSE,taux,1,2026-05-31,2026-06-01,Surveillance aux Points d'Entrée et Points de Contrôle (PoE/PoC),Taux
voyageurs passés par les poe/poc,indicator,"",points_of_entry,row_label,2,2,17,18,FALSE,FALSE,voyageurs passes par le poe poc,2,2026-05-31,2026-06-01,Surveillance aux Points d'Entrée et Points de Contrôle (PoE/PoC),Voyageurs passés par les PoE/PoC
voyageurs ayant lavé les mains,indicator,"",points_of_entry,row_label,2,2,17,18,FALSE,FALSE,voyageurs ayant laves les mains,2,2026-05-31,2026-06-01,Surveillance aux Points d'Entrée et Points de Contrôle (PoE/PoC),Voyageurs ayant lavé les mains
voyageurs sensibilisés,indicator,"",points_of_entry,row_label,2,2,17,18,FALSE,FALSE,voyageurs sensibilises,2,2026-05-31,2026-06-01,Surveillance aux Points d'Entrée et Points de Contrôle (PoE/PoC),Voyageurs sensibilisés
analyse,indicator,"","",column,2,2,17,18,FALSE,FALSE,analyse,1,2026-05-31,2026-06-01,Indicateurs laboratoire (24h du 31 mai 2026),Analyse
échantillons positifs provenant de cas suspects décédés,indicator,"",cases,row_label,2,2,17,18,FALSE,FALSE,echantillons positifs provenant de cas suspects decedes,1,2026-05-31,2026-06-01,Indicateurs laboratoire (24h du 31 mai 2026),Échantillons positifs provenant de cas suspects décédés
portée,indicator,"","",column,2,2,17,18,FALSE,FALSE,portee,1,2026-05-31,2026-06-01,"",Portée
zs touchées,indicator,"","",column,2,2,19,20,FALSE,FALSE,zs touchees,1,2026-06-02,2026-06-03,"",ZS touchées
contacts vus (24h),indicator,"",contacts,column,2,2,19,20,FALSE,FALSE,contacts vus  24h,1,2026-06-02,2026-06-03,Tableau 3. Suivi des contacts des cas confirmés au 02 juin 2026,Contacts vus (24h)
% d’alertes investiguées dans 24h,indicator,"",alerts,row_label,2,2,22,23,FALSE,FALSE,dalertes investiguees dans 24h,1,2026-06-05,2026-06-06,"",% d’alertes investiguées dans 24h
patients en isolement (fin j) dont confirmés (nc+ac),indicator,"",treatment,row_label,2,2,28,52,FALSE,FALSE,patients en isolement  fin j  dont confirmes  nc ac,1,2026-06-11,2026-07-05,Tableau 7. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 05 juillet 2026,Patients en isolement (Fin J) dont confirmés (NC+AC)
décès communautaire : décès à la notification + décès en 24h de notification,indicator,"",cases,column,2,2,48,50,FALSE,FALSE,deces communautaire   deces a la notification   deces en 24h de notification,1,2026-07-01,2026-07-03,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Décès communautaire : Décès à la notification + Décès en 24h de notification
taux de létalité (décès communautaire),indicator,"",cases,column,2,2,48,50,FALSE,FALSE,taux de letalite  deces communautaire,1,2026-07-01,2026-07-03,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Taux de létalité (décès communautaire)
cas confirmes,indicator,"",cases,column,2,2,50,51,FALSE,FALSE,cas confirmes,2,2026-07-03,2026-07-04,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Cas confirmes
sorties — décédés,indicator,"",treatment,row_label,2,2,59,80,FALSE,FALSE,sorties decedes,2,2026-07-12,2026-08-02,TABLEAU 5 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI),Sorties — décédés
sorties — non-cas,indicator,"",cases,row_label,2,2,59,80,FALSE,FALSE,sorties non cas,3,2026-07-12,2026-08-02,TABLEAU 5 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI),Sorties — non-cas
sorties — guéris,indicator,"",treatment,row_label,2,2,59,80,FALSE,FALSE,sorties gueris,2,2026-07-12,2026-08-02,TABLEAU 5 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI),Sorties — guéris
sorties — évadés,indicator,"",treatment,row_label,2,2,59,80,FALSE,FALSE,sorties evades,3,2026-07-12,2026-08-02,TABLEAU 5 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI),Sorties — évadés
sorties — transférés à l'hgr,indicator,"",treatment,row_label,2,2,59,80,FALSE,FALSE,sorties transferes a lhgr,3,2026-07-12,2026-08-02,TABLEAU 5 — OCCUPATION DES STRUCTURES DE SOINS (CTE/CT/CI),Sorties — transférés à l'HGR
validées (cas suspect) vivants,indicator,"",cases,column,2,2,119,120,FALSE,TRUE,validees  cas suspect  vivants,1,2026-09-10,2026-09-11,"Tableau 3. Situation des alertes notifiées par province, au 10 Septembre 2026",validées (cas suspect) Vivants
validées (cas suspect) décédés,indicator,"",cases,column,2,2,119,120,FALSE,TRUE,validees  cas suspect  decedes,1,2026-09-10,2026-09-11,"Tableau 3. Situation des alertes notifiées par province, au 10 Septembre 2026",validées (cas suspect) Décédés
invalidées (non-cas suspect) vivants,indicator,"",cases,column,2,2,119,120,FALSE,TRUE,invalidees  non cas suspect  vivants,1,2026-09-10,2026-09-11,"Tableau 3. Situation des alertes notifiées par province, au 10 Septembre 2026",invalidées (non-cas suspect) Vivants
invalidées (non-cas suspect) décédés,indicator,"",cases,column,2,2,119,120,FALSE,TRUE,invalidees  non cas suspect  decedes,1,2026-09-10,2026-09-11,"Tableau 3. Situation des alertes notifiées par province, au 10 Septembre 2026",invalidées (non-cas suspect) Décédés
suspects investigués et transférés au ct/cte (du jour),indicator,"",surveillance,column,2,2,119,120,FALSE,TRUE,suspects investigues et transferes au ct cte  du jour,1,2026-09-10,2026-09-11,"Tableau 3. Situation des alertes notifiées par province, au 10 Septembre 2026",suspects investigués et transférés au CT/CTE (du jour)
alert,indicator,"","",column,1,1,1,1,FALSE,FALSE,alert,1,2026-05-14,2026-05-14,"",Alert
cas confirmés ebola,indicator,"",cases,row_label,1,1,1,1,FALSE,FALSE,cas confirmes ebola,1,2026-05-14,2026-05-14,"",Cas confirmés Ebola
échantillons à reprendre,indicator,"",laboratory,row_label,1,1,1,1,FALSE,FALSE,echantillons a reprendre,1,2026-05-14,2026-05-14,"",Échantillons à reprendre
cas suspects/probables estimés,indicator,"",cases,row_label,1,1,1,1,FALSE,FALSE,cas suspects probables estimes,1,2026-05-14,2026-05-14,"",Cas suspects/probables estimés
décès hospitaliers hgr mongbwalu,indicator,"",cases,row_label,1,1,1,1,FALSE,FALSE,deces hospitaliers hgr mongbwalu,1,2026-05-14,2026-05-14,"",Décès hospitaliers HGR Mongbwalu
décès communautaires mongbwalu,indicator,"",cases,row_label,1,1,1,1,FALSE,FALSE,deces communautaires mongbwalu,1,2026-05-14,2026-05-14,"",Décès communautaires Mongbwalu
personnel de santé décédé,indicator,"",workforce,row_label,1,1,1,1,FALSE,FALSE,personnel de sante decede,1,2026-05-14,2026-05-14,"",Personnel de santé décédé
contacts identifiés,indicator,"",contacts,row_label,1,1,1,1,FALSE,FALSE,contacts identifies,1,2026-05-14,2026-05-14,"",Contacts identifiés
zs affectées,indicator,"","",row_label,1,1,1,1,FALSE,FALSE,zs affectees,1,2026-05-14,2026-05-14,"",ZS affectées
alertes,indicator,"",alerts,column,1,1,2,2,FALSE,FALSE,alertes,1,2026-05-17,2026-05-17,"",Alertes
alertes reçues,indicator,"",alerts,row_label,1,1,2,2,FALSE,FALSE,alertes recues,1,2026-05-17,2026-05-17,"Tableau 1. Répartition des alertes reçues, validées et investiguées par Zone de santé",Alertes reçues
cas investigués,indicator,"",cases,row_label,1,1,2,2,FALSE,FALSE,cas investigues,1,2026-05-17,2026-05-17,"Tableau 1. Répartition des alertes reçues, validées et investiguées par Zone de santé",Cas investigués
cas probables,indicator,"",cases,row_label,1,1,2,2,FALSE,FALSE,cas probables,2,2026-05-17,2026-05-17,"Tableau 1. Répartition des alertes reçues, validées et investiguées par Zone de santé",Cas Probables
cas suspects en cours de prélèvement,indicator,"",cases,row_label,1,1,2,2,FALSE,FALSE,cas suspects en cours de prelevement,1,2026-05-17,2026-05-17,"Tableau 1. Répartition des alertes reçues, validées et investiguées par Zone de santé",Cas suspects en cours de prélèvement
cas probable,indicator,"",cases,column,1,1,4,4,FALSE,FALSE,cas probables,2,2026-05-19,2026-05-19,"",Cas probable
indicateurs sur les alertes,indicator,"",alerts,column,1,1,4,4,FALSE,FALSE,indicateurs sur les alertes,1,2026-05-19,2026-05-19,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Indicateurs sur les alertes
cas suspects non prélevés,indicator,"",cases,column,1,1,5,5,FALSE,FALSE,cas suspects non preleves,2,2026-05-19,2026-05-19,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Cas suspects non prélevés
nyarambe,indicator,"","",row_label,1,1,7,7,FALSE,FALSE,nyarambe,1,2026-05-21,2026-05-21,Tableau II. Récapitulatif de la situation des alertes à la date du 21 mai 2026,Nyarambe
aru,indicator,"","",row_label,1,1,7,7,FALSE,FALSE,aru,1,2026-05-21,2026-05-21,Tableau II. Récapitulatif de la situation des alertes à la date du 21 mai 2026,Aru
drodro,indicator,"","",row_label,1,1,7,7,FALSE,FALSE,drodro,1,2026-05-21,2026-05-21,Tableau II. Récapitulatif de la situation des alertes à la date du 21 mai 2026,Drodro
mambassa,indicator,"","",row_label,1,1,7,7,FALSE,FALSE,mambassa,1,2026-05-21,2026-05-21,Tableau II. Récapitulatif de la situation des alertes à la date du 21 mai 2026,Mambassa
suivi journalier taux de suivi,indicator,"",contacts,column,1,1,7,7,FALSE,FALSE,suivi journalier taux de suivi,1,2026-05-21,2026-05-21,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 21 mai 2026,Suivi journalier Taux de suivi
raison de non vus total non vus,indicator,"","",column,1,1,7,7,FALSE,FALSE,raison de non vus total non vus,1,2026-05-21,2026-05-21,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 21 mai 2026,Raison de non vus Total non vus
raison de non vus reste à suivre le jour suivant,indicator,"","",column,1,1,7,7,FALSE,FALSE,raison de non vus reste a suivre le jour suivant,1,2026-05-21,2026-05-21,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 21 mai 2026,Raison de non vus Reste à suivre le jour suivant
reprélèvement,indicator,"",laboratory,column,1,1,7,7,FALSE,FALSE,reprevelement,4,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS REPRELEVES,Reprélèvement
diagnostic,indicator,"","",column,1,1,7,7,FALSE,FALSE,diagnostic,1,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS REPRELEVES,Diagnostic
résultats p1 positifs,indicator,"",laboratory,column,1,1,7,7,FALSE,FALSE,resultats p1 positifs,2,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS REPRELEVES,Résultats P1 Positifs
résultats p1 négatifs,indicator,"",laboratory,column,1,1,7,7,FALSE,FALSE,resultats p1 negatifs,2,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS REPRELEVES,Résultats P1 Négatifs
résultats p2 positifs,indicator,"",laboratory,column,1,1,7,7,FALSE,FALSE,resultats p1 positifs,2,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS REPRELEVES,Résultats P2 Positifs
résultats p2 négatifs,indicator,"",laboratory,column,1,1,7,7,FALSE,FALSE,resultats p1 negatifs,2,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS REPRELEVES,Résultats P2 Négatifs
résultats p1/p2 positifs,indicator,"",laboratory,column,1,1,7,7,FALSE,FALSE,resultats p1 p2 positifs,1,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS REPRELEVES,Résultats P1/P2 Positifs
résultats p1/p2 négatifs,indicator,"",laboratory,column,1,1,7,7,FALSE,FALSE,resultats p1 p2 negatifs,1,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS REPRELEVES,Résultats P1/P2 Négatifs
cumul échantillons reçus,indicator,"",laboratory,row_label,1,1,8,8,FALSE,FALSE,cumul echantillons recus,1,2026-05-22,2026-05-22,"",Cumul échantillons reçus
cumul échantillons analysés,indicator,"",laboratory,row_label,1,1,8,8,FALSE,FALSE,cumul echantillons analyses,1,2026-05-22,2026-05-22,"",Cumul échantillons analysés
cumul positifs,indicator,"",laboratory,row_label,1,1,8,8,FALSE,FALSE,cumul positifs,1,2026-05-22,2026-05-22,"",Cumul positifs
reprèvement,indicator,"","",column,1,1,8,8,FALSE,FALSE,reprevelement,4,2026-05-22,2026-05-22,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Reprèvement
report (nombre de malades présents au lit à la fin de journée précédente),indicator,"",treatment,row_label,1,1,8,8,FALSE,FALSE,report  nombre de malades presents au lit a la fin de journee precedente,2,2026-05-22,2026-05-22,Tableau VI. Mouvement des malades dans les établissements de soins en date du 22/05/2026,Report (Nombre de malades présents au lit à la fin de journée précédente)
total des nouvelles admissions du jour,indicator,"",treatment,row_label,1,1,8,8,FALSE,FALSE,total des nouvelles admissions du jour,1,2026-05-22,2026-05-22,Tableau VI. Mouvement des malades dans les établissements de soins en date du 22/05/2026,Total des nouvelles admissions du jour
nbre de décès suspects**,indicator,"",cases,column,1,1,9,9,FALSE,FALSE,nbre de deces suspects,3,2026-05-23,2026-05-23,"Tableau IV. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri, Nord-Kivu et Sud Kivu au 23 mai 2026*",Nbre de décès suspects**
voyageurs,indicator,"",points_of_entry,column,1,1,9,9,FALSE,FALSE,voyageurs,1,2026-05-23,2026-05-23,Tableau V. Synthèse de données (PoE/PoC) du 23/05/2026,Voyageurs
