sitrep,report_date,facility_id,facility_raw,name_status,site_kind,place_key,place_raw,event,event_date,beds,health_zone,province,status_note,evidence_quote,confidence,model
096,2026-08-18,cte-bambu,CTE de Bambu,named,treatment_centre,bambu,Bambu,under_construction,,,Bambu,Ituri,Work is ongoing to complete the facility's expansion.,"achèvement des extensions des CTE de Nizi, ISTM et Bambu en Ituri",high,agy:gemini-3.1-pro-low
096,2026-08-18,cte-buta,CTE de Buta,named,treatment_centre,buta,Buta,strained,,,Buta,Bas-Uele,"The facility has limited capacity, no water connection, and no dedicated ambulance.","capacité limitée du CTE de Buta, sans raccordement en eau ni ambulance dédiée",high,agy:gemini-3.1-pro-low
096,2026-08-18,cte-hc-kisangani,CTE HC Kisangani,named,treatment_centre,kisangani,Kisangani,operating,,12,Makiso Kisangani,Tshopo,"The facility admitted a suspect case, reaching a total of 5 isolated patients for its 12 beds.",une nouvelle admission d’un suspect au CTE HC Kisangani porte à 5 le nombre de patients isolés pour 12 lits,high,agy:gemini-3.1-pro-low
096,2026-08-18,cte-istm,CTE de ISTM,named,treatment_centre,"",ISTM,under_construction,,,"",Ituri,Work is ongoing to complete the facility's expansion.,"achèvement des extensions des CTE de Nizi, ISTM et Bambu en Ituri",high,agy:gemini-3.1-pro-low
096,2026-08-18,cte-katwa,CTE de Katwa,named,treatment_centre,katwa,Katwa,operating,,,Katwa,Nord-Kivu,Eight confirmed cases were admitted to the facility.,"9 confirmés, dont 8 au CTE de Katwa et 1 au CT d’Oicha",high,agy:gemini-3.1-pro-low
096,2026-08-18,cte-kitatumba,CTE de Kitatumba,named,treatment_centre,kitatumba,Kitatumba,operating,,,Butembo,Nord-Kivu,An evaluation visit of patient care was conducted at the facility.,visite d’évaluation de la prise en charge au CTE de Kitatumba avec l’équipe ougandaise,high,agy:gemini-3.1-pro-low
096,2026-08-18,cte-lwiro,CTE de Lwiro,named,treatment_centre,lwiro,Lwiro,strained,,,Miti Murhesa,Sud-Kivu,The facility is in need of personal protective equipment.,besoin d’EPI au CTE de Lwiro (Sud-Kivu),high,agy:gemini-3.1-pro-low
096,2026-08-18,cte-nizi,CTE de Nizi,named,treatment_centre,nizi,Nizi,under_construction,,,Nizi,Ituri,Work is ongoing to complete the facility's expansion.,"achèvement des extensions des CTE de Nizi, ISTM et Bambu en Ituri",high,agy:gemini-3.1-pro-low
096,2026-08-18,hosp-hgr-vuhovi,HGR de Vuhovi,named,hospital_isolation,vuhovi,Vuhovi,under_construction,,,Vuhovi,Nord-Kivu,Construction of a triage area at the hospital is ongoing.,la construction du triage de l’HGR de Vuhovi,high,agy:gemini-3.1-pro-low
096,2026-08-18,hosp-hgr-wamba,HGR de Wamba,named,hospital_isolation,wamba,Wamba,operating,,,Wamba,Haut-Uele,Beds at the hospital were allocated to treatment centres.,52 lits des HGR de Wamba et d’Isiro ont été affectés aux CTE,high,agy:gemini-3.1-pro-low
096,2026-08-18,hosp-hgr-wamba,HGR de Wamba,named,hospital_isolation,wamba,Wamba,under_construction,,,Wamba,Haut-Uele,A pavilion at the hospital is being fitted out.,et un pavillon de l’HGR de Wamba aménagé,high,agy:gemini-3.1-pro-low
096,2026-08-18,site-clinique-william,Clinique William,named,other,william,"",mention_only,,,Mangobo,Tshopo,The facility recorded a very low infection control score of 11.6 percent.,"scores PCI très bas dans plusieurs ESS de la Tshopo (11,6 % à la Clinique William",high,agy:gemini-3.1-pro-low
096,2026-08-18,site-cs-papa-freddy,CS Papa Freddy,named,other,papa freddy,"",mention_only,,,"",Tshopo,The facility recorded a very low infection control score of 12.6 percent.,"12,6 % au CS Papa Freddy)",high,agy:gemini-3.1-pro-low
096,2026-08-18,site-cs-rubi-lisanga,CS Rubi-Lisanga,named,other,rubi lisanga,Rubi-Lisanga,mention_only,,,Buta,Bas-Uele,Decontamination of the health center was completed.,la décontamination du CS Rubi-Lisanga achevée,high,agy:gemini-3.1-pro-low
096,2026-08-18,site-hgr-isiro,HGR d’Isiro,named,other,isiro,Isiro,operating,,,Isiro,Haut-Uele,Beds at the hospital were allocated to treatment centres.,52 lits des HGR de Wamba et d’Isiro ont été affectés aux CTE,high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Bambu,ambiguous,treatment_centre,bambu,Bambu,expanded,,,Bambu,Ituri,The extension of the facility is being completed.,"achèvement des extensions des CTE de Nizi, ISTM et Bambu en Ituri",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",ISTM,ambiguous,treatment_centre,"","",expanded,,,"",Ituri,The extension of the facility is being completed.,"achèvement des extensions des CTE de Nizi, ISTM et Bambu en Ituri",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Bambu,ambiguous,treatment_centre,bambu,Bambu,operating,,,Bambu,Ituri,The facility is holding 38 patients who receive no food support.,"77 malades (Kilo 13, Sota 16, Bambu 38, Lolwa 9 et Mangala 1)",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Kigonze,ambiguous,treatment_centre,kigonze,Kigonze,operating,,,Bunia,Ituri,One patient escaped from this facility.,Trois patients se sont évadés en Ituri (1 à Kigonze et 2 à Nizi).,high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Kilo,ambiguous,treatment_centre,kilo,Kilo,operating,,,Kilo,Ituri,The facility is holding 13 patients who receive no food support.,"77 malades (Kilo 13, Sota 16, Bambu 38, Lolwa 9 et Mangala 1)",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Lolwa,ambiguous,treatment_centre,lolwa,Lolwa,operating,,,Lolwa,Ituri,The facility is holding 9 patients who receive no food support.,"77 malades (Kilo 13, Sota 16, Bambu 38, Lolwa 9 et Mangala 1)",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Mangala,ambiguous,treatment_centre,mangala,Mangala,operating,,,Mangala,Ituri,The facility is holding 1 patient who receives no food support.,"77 malades (Kilo 13, Sota 16, Bambu 38, Lolwa 9 et Mangala 1)",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Nizi,ambiguous,treatment_centre,nizi,Nizi,operating,,,Nizi,Ituri,Two patients escaped from this facility.,Trois patients se sont évadés en Ituri (1 à Kigonze et 2 à Nizi).,high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Sota,ambiguous,treatment_centre,sota,Sota,operating,,,Nyankunde,Ituri,The facility is holding 16 patients who receive no food support.,"77 malades (Kilo 13, Sota 16, Bambu 38, Lolwa 9 et Mangala 1)",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",des ESS,unnamed,hospital_isolation,"","",operating,,,"",Nord-Kivu,Several suspected cases are isolated in healthcare facilities that are not transit centres.,"plusieurs cas suspects de Butembo, Masereka, Vuhovi et Kalunguta sont isolés dans des ESS qui ne sont pas des centres de transit",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",CTE,unnamed,treatment_centre,"","",strained,,,"",Tshopo,The treatment centre suffers from low capacity and power cuts.,"à la Tshopo, faible capacité du CTE, coupures de courant,",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Kigonze,ambiguous,treatment_centre,kigonze,Kigonze,strained,,,Bunia,Ituri,The facility is saturated with suspected cases.,"ainsi que de Nizi, Kilo, Logo et Kigonze (suspects) en Ituri,",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Kilo,ambiguous,treatment_centre,kilo,Kilo,strained,,,Kilo,Ituri,The facility is saturated with suspected cases.,"ainsi que de Nizi, Kilo, Logo et Kigonze (suspects) en Ituri,",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Logo,ambiguous,treatment_centre,logo,Logo,strained,,,Logo,Ituri,The facility is saturated with suspected cases.,"ainsi que de Nizi, Kilo, Logo et Kigonze (suspects) en Ituri,",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Nizi,ambiguous,treatment_centre,nizi,Nizi,strained,,,Nizi,Ituri,The facility is saturated with suspected cases.,"ainsi que de Nizi, Kilo, Logo et Kigonze (suspects) en Ituri,",high,agy:gemini-3.1-pro-low
097,2026-08-19,"",CTE de grande capacité,unnamed,treatment_centre,grande capacite,"",under_construction,,,"",Tshopo,Construction of a large capacity treatment centre is ongoing.,ainsi que du CTE de grande capacité se poursuivent.,high,agy:gemini-3.1-pro-low
097,2026-08-19,"",Kabondo,ambiguous,isolation_centre,kabondo,Kabondo,under_construction,,,Kabondo,Tshopo,Construction work on the isolation unit is ongoing.,les travaux de construction des unités d’isolement de Madula et de Kabondo,high,agy:gemini-3.1-pro-low
097,2026-08-19,ci-madula,unités d’isolement de Madula,named,isolation_centre,madula,Madula,under_construction,,,Wanierukula,Tshopo,Construction work on the isolation unit is ongoing.,les travaux de construction des unités d’isolement de Madula et de Kabondo,high,agy:gemini-3.1-pro-low
097,2026-08-19,ct-beni,CT de Beni,named,transit_centre,beni,Beni,operating,,,Beni,Nord-Kivu,Two confirmed cases were admitted to the transit centre.,"4 confirmés, dont 2 au CTE de Katwa et 2 au CT de Beni",high,agy:gemini-3.1-pro-low
097,2026-08-19,ct-hgr-buta,HGR de Buta,named,transit_centre,buta,Buta,mention_only,,,Buta,Bas-Uele,The laboratory and care room at the hospital were decontaminated.,deux locaux de l’HGR de Buta (laboratoire et salle de soins) ont été décontaminés,high,agy:gemini-3.1-pro-low
097,2026-08-19,ct-hgr-musienene,CT de l’HGR de Musienene,named,transit_centre,musienene,Musienene,under_construction,,,Musienene,Nord-Kivu,The rehabilitation of the transit centre at the hospital is ongoing.,la réhabilitation du CT de l’HGR de Musienene (MSF France) se poursuivent.,high,agy:gemini-3.1-pro-low
097,2026-08-19,ct-vuhovi,CT de Vuhovi,named,transit_centre,vuhovi,Vuhovi,operating,,,Vuhovi,Nord-Kivu,One cured patient was discharged from the transit centre.,55 sorties dont 1 guéri au CT de Vuhovi.,high,agy:gemini-3.1-pro-low
097,2026-08-19,cte-bambu,CTE de Bambu,named,treatment_centre,bambu,Bambu,strained,,,Bambu,Ituri,The treatment centre is saturated with confirmed and suspected cases.,saturation du CTE de Bambu (confirmés et suspects),high,agy:gemini-3.1-pro-low
097,2026-08-19,cte-hc-kisangani,CTE HC Kisangani,named,treatment_centre,kisangani,Kisangani,operating,,14,Makiso Kisangani,Tshopo,"A suspected case was admitted, bringing the number of isolated patients to 5.","une nouvelle admission d’un suspect au CTE HC Kisangani porte à 5, le nombre de patients isolés pour 14 lits",high,agy:gemini-3.1-pro-low
097,2026-08-19,cte-katwa,CTE de Katwa,named,treatment_centre,katwa,Katwa,mention_only,,,Katwa,Nord-Kivu,Meetings were held to discuss the hosting capacity of the treatment centre.,autour de la capacité d’accueil des CTE de Kitatumba et de Katwa.,high,agy:gemini-3.1-pro-low
097,2026-08-19,cte-katwa,CTE de Katwa,named,treatment_centre,katwa,Katwa,operating,,,Katwa,Nord-Kivu,Two confirmed cases were admitted to the treatment centre.,"4 confirmés, dont 2 au CTE de Katwa et 2 au CT de Beni",high,agy:gemini-3.1-pro-low
097,2026-08-19,cte-kitatumba,CTE de Kitatumba,named,treatment_centre,kitatumba,Kitatumba,mention_only,,,Butembo,Nord-Kivu,Meetings were held to discuss the hosting capacity of the treatment centre.,autour de la capacité d’accueil des CTE de Kitatumba et de Katwa.,high,agy:gemini-3.1-pro-low
097,2026-08-19,cte-nizi,CTE de Nizi,named,treatment_centre,nizi,Nizi,expanded,,,Nizi,Ituri,The extension of the treatment centre is being completed.,"achèvement des extensions des CTE de Nizi, ISTM et Bambu en Ituri",high,agy:gemini-3.1-pro-low
097,2026-08-19,hosp-hgr-vuhovi,HGR de Vuhovi,named,hospital_isolation,vuhovi,Vuhovi,under_construction,,,Vuhovi,Nord-Kivu,Construction of the triage area at the hospital is ongoing.,La construction du triage de l’HGR de Vuhovi (ULB Coopération),high,agy:gemini-3.1-pro-low
097,2026-08-19,hosp-hgr-wamba,HGR de Wamba,named,hospital_isolation,wamba,Wamba,mention_only,,,Wamba,Haut-Uele,Beds from the hospital were allocated to treatment centres.,52 lits des HGR de Wamba et d’Isiro ont été affectés aux CTE,high,agy:gemini-3.1-pro-low
097,2026-08-19,hosp-hgr-wamba,HGR de Wamba,named,hospital_isolation,wamba,Wamba,under_construction,,,Wamba,Haut-Uele,A pavilion at the hospital was fitted out.,"un pavillon de l’HGR de Wamba aménagé,",high,agy:gemini-3.1-pro-low
097,2026-08-19,site-clinique-william,Clinique William,named,other,william,"",mention_only,,,Mangobo,Tshopo,The facility has a very low infection prevention and control score of 11.6%.,"11,6 % à la Clinique William, 12,6 % au CS Papa Freddy",high,agy:gemini-3.1-pro-low
097,2026-08-19,site-cs-madula,CS de Madula,named,other,madula,Madula,mention_only,,,Wanierukula,Tshopo,A delivery bed was provided to the health centre.,un lit d’accouchement a été doté au CS de Madula (PK 23 RN4),high,agy:gemini-3.1-pro-low
097,2026-08-19,site-cs-ndindi,CS de Ndindi,named,other,ndindi,Ndindi,incident,,,"",Nord-Kivu,Public order was restored at the health centre which was threatened with being set on fire.,rétabli l’ordre public au CS de Ndindi menacé d’incendie,high,agy:gemini-3.1-pro-low
097,2026-08-19,site-cs-papa-freddy,CS Papa Freddy,named,other,papa freddy,"",mention_only,,,"",Tshopo,The facility has a very low infection prevention and control score of 12.6%.,"12,6 % au CS Papa Freddy et 12,9 % au Pavillon militaire",high,agy:gemini-3.1-pro-low
097,2026-08-19,site-hgr-isiro,HGR d’Isiro,named,other,isiro,Isiro,mention_only,,,Isiro,Haut-Uele,Beds from the hospital were allocated to treatment centres.,52 lits des HGR de Wamba et d’Isiro ont été affectés aux CTE,high,agy:gemini-3.1-pro-low
097,2026-08-19,site-hgr-likati,HGR de Likati,named,other,likati,Likati,mention_only,,,Likati,Bas-Uele,"A death alert was received at the hospital, but the body was not swabbed.","Sur 1 alerte de décès reçue à l’HGR de Likati, aucun corps n’a été swabé",high,agy:gemini-3.1-pro-low
097,2026-08-19,site-pavillon-militaire,Pavillon militaire,named,other,pavillon militaire,"",mention_only,,,"",Tshopo,The military pavilion has a very low infection prevention and control score of 12.9%.,"12,9 % au Pavillon militaire).",high,agy:gemini-3.1-pro-low
098,2026-08-20,"",ESS,unnamed,hospital_isolation,"","",operating,,,"",Nord-Kivu,Several suspect cases are isolated in health facilities that are not transit centres.,isolés dans des ESS qui ne sont pas des centres de transit,low,agy:gemini-3.1-pro-low
098,2026-08-20,"",centre de transit,unnamed,transit_centre,nzere,Nzere,planned,,,Bunia,Ituri,A joint visit was conducted to assess the feasibility of setting up a transit centre.,évaluer la faisabilité de la mise en place d’un centre de transit.,high,agy:gemini-3.1-pro-low
098,2026-08-20,"",CTE de grande capacité,unnamed,treatment_centre,grande capacite,"",under_construction,,,"",Tshopo,Construction works for a large capacity treatment centre are ongoing.,ainsi que du CTE de grande capacité se poursuivent.,high,agy:gemini-3.1-pro-low
098,2026-08-20,ci-kabondo,unités d’isolement de Kabondo,named,isolation_centre,kabondo,Kabondo,under_construction,,,Kabondo,Tshopo,Construction works for the isolation unit are ongoing.,les travaux de construction des unités d’isolement de Madula et de Kabondo,high,agy:gemini-3.1-pro-low
098,2026-08-20,ci-madula,unités d’isolement de Madula,named,isolation_centre,madula,Madula,under_construction,,,Wanierukula,Tshopo,Construction works for the isolation unit are ongoing.,les travaux de construction des unités d’isolement de Madula et de Kabondo,high,agy:gemini-3.1-pro-low
098,2026-08-20,ct-hgr-musienene,CT de l’HGR de Musienene,named,transit_centre,musienene,Musienene,under_construction,,,Musienene,Nord-Kivu,Rehabilitation works are ongoing at the transit centre.,et la réhabilitation du CT de l’HGR de Musienene (MSF France) se poursuivent.,high,agy:gemini-3.1-pro-low
098,2026-08-20,ct-limba,centre de transit de Limba,named,transit_centre,limba,Limba,operating,,3,Viadana,Bas-Uele,"One patient is in isolation at the transit centre, which has a capacity of 3 beds.",1 patient est en isolement au centre de transit de Limba (ZS de Viadana) pour 3 lits,high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-bambu,CTE de Bambu,named,treatment_centre,bambu,Bambu,under_construction,,,Bambu,Ituri,Extension works at the treatment centre have slowed down.,"ralentissement des travaux d’extension des CTE de Nizi, ISTM et Bambu",high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-hc-kisangani,CTE HC Kisangani,named,treatment_centre,kisangani,Kisangani,operating,,12,Makiso Kisangani,Tshopo,"Suspect and confirmed cases are isolated at the treatment centre, which has a 12-bed capacity.",trois nouvelles admissions de cas suspects au CTE HC Kisangani portent à 6 le nombre de patients isolés (3 confirmés et 3 suspects) pour 12 lits,high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-isiro,CTE de l’HGR d’Isiro,named,treatment_centre,isiro,Isiro,incident,,,Isiro,Haut-Uele,A body was forcibly taken from the treatment centre.,un corps a été ravi au CTE de l’HGR d’Isiro et exposé à la cité,high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-isiro,CTE de l’HGR d’Isiro,named,treatment_centre,isiro,Isiro,strained,,,Isiro,Haut-Uele,The treatment centre is experiencing a stockout of some essential medicines.,rupture de stock de certains MEG au CTE de l’HGR d’Isiro,high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-istm,CTE de ISTM,named,treatment_centre,"",ISTM,under_construction,,,"",Ituri,Extension works at the treatment centre have slowed down.,"ralentissement des travaux d’extension des CTE de Nizi, ISTM et Bambu",high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-itav,CTE de l'ITAV,named,treatment_centre,itav,ITAV,planned,,,"",Nord-Kivu,A request for support for the construction of the treatment centre was sent to the WHO.,transmission à l’OMS de la requête d’appui pour la construction des CTE de l’ITAV et de Musienene,high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-kigonze,CTE de Kigonze,named,treatment_centre,kigonze,Kigonze,strained,,,Bunia,Ituri,The treatment centre is experiencing saturation with suspect cases.,"saturation des CTE de Nizi, Kilo, Logo et Kigonze (suspects) en Ituri",high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-kilo,CTE de Kilo,named,treatment_centre,kilo,Kilo,strained,,,Kilo,Ituri,The treatment centre is experiencing saturation.,"saturation des CTE de Nizi, Kilo, Logo et Kigonze (suspects) en Ituri",high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-kitatumba,CTE de Kitatumba,named,treatment_centre,kitatumba,Kitatumba,operating,,,Butembo,Nord-Kivu,"Admissions, discharges, and recoveries were recorded at the treatment centre.",pour 60 sorties dont 2 guéris au CTE de Kitatumba.,high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-komanda,CTE de Komanda,named,treatment_centre,komanda,Komanda,operating,,,Komanda,Ituri,A validated alert was referred to this treatment centre.,validée après investigation et référée au CTE de Komanda,high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-logo,CTE de Logo,named,treatment_centre,logo,Logo,strained,,,Logo,Ituri,The treatment centre is experiencing saturation.,"saturation des CTE de Nizi, Kilo, Logo et Kigonze (suspects) en Ituri",high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-musienene,CTE de Musienene,named,treatment_centre,musienene,Musienene,planned,,,Musienene,Nord-Kivu,A request for support for the construction of the treatment centre was sent to the WHO.,transmission à l’OMS de la requête d’appui pour la construction des CTE de l’ITAV et de Musienene,high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-nizi,CTE de Nizi,named,treatment_centre,nizi,Nizi,strained,,,Nizi,Ituri,The treatment centre is experiencing saturation.,"saturation des CTE de Nizi, Kilo, Logo et Kigonze (suspects) en Ituri",high,agy:gemini-3.1-pro-low
098,2026-08-20,cte-nizi,CTE de Nizi,named,treatment_centre,nizi,Nizi,under_construction,,,Nizi,Ituri,Extension works at the treatment centre have slowed down.,"ralentissement des travaux d’extension des CTE de Nizi, ISTM et Bambu",high,agy:gemini-3.1-pro-low
098,2026-08-20,hosp-hgr-vuhovi,HGR de Vuhovi,named,hospital_isolation,vuhovi,Vuhovi,under_construction,,,Vuhovi,Nord-Kivu,Construction of a triage area is ongoing at the hospital.,La construction du triage de l’HGR de Vuhovi (ULB Coopération),high,agy:gemini-3.1-pro-low
098,2026-08-20,site-centre-hospitalier-famille,Centre hospitalier La Famille,named,other,6 transversale,6ᵉ transversale,mention_only,,,Kabondo,Tshopo,The premises of the hospital were decontaminated after a confirmed case passed through.,"les locaux du Centre hospitalier La Famille (6ᵉ transversale, ZS de Kabondo), lieu de passage du 15ᵉ cas",high,agy:gemini-3.1-pro-low
099,2026-08-21,"",Bambu,ambiguous,treatment_centre,bambu,Bambu,expanded,,,Bambu,Ituri,Extensions to the treatment center are being completed.,"achèvement des extensions des CTE de Nizi, ISTM et Bambu en Ituri",low,agy:gemini-3.1-pro-low
099,2026-08-21,"",ISTM,ambiguous,treatment_centre,"",ISTM,expanded,,,"",Ituri,Extensions to the treatment center are being completed.,"achèvement des extensions des CTE de Nizi, ISTM et Bambu en Ituri",low,agy:gemini-3.1-pro-low
099,2026-08-21,"",ESS qui ne sont pas des centres de transit,unnamed,hospital_isolation,qui ne sont pas,"",operating,,,"",Nord-Kivu,Suspected cases are being isolated in health care facilities that are not dedicated transit centers.,"plusieurs cas suspects de Butembo, Masereka, Vuhovi et Kalunguta sont isolés dans des ESS qui ne sont pas des centres de transit",high,agy:gemini-3.1-pro-low
099,2026-08-21,"",Kigonze,ambiguous,treatment_centre,kigonze,Kigonze,strained,,,Bunia,Ituri,The treatment center is oversaturated with patients.,"saturation des CTE de Nizi, Kilo, Logo, Mandima et Kigonze (suspects) en Ituri",low,agy:gemini-3.1-pro-low
099,2026-08-21,"",Kilo,ambiguous,treatment_centre,kilo,Kilo,strained,,,Kilo,Ituri,The treatment center is oversaturated with patients.,"saturation des CTE de Nizi, Kilo, Logo, Mandima et Kigonze (suspects) en Ituri",low,agy:gemini-3.1-pro-low
099,2026-08-21,"",Logo,ambiguous,treatment_centre,logo,Logo,strained,,,Logo,Ituri,The treatment center is oversaturated with patients.,"saturation des CTE de Nizi, Kilo, Logo, Mandima et Kigonze (suspects) en Ituri",low,agy:gemini-3.1-pro-low
099,2026-08-21,"",Lolwa,ambiguous,treatment_centre,lolwa,Lolwa,strained,,,Lolwa,Ituri,Patients at the center are not receiving food support.,"où 19 malades (Kilo 5, Sota 3, Lolwa 7 et Mandima 4) ne bénéficient d’aucun soutien alimentaire",high,agy:gemini-3.1-pro-low
099,2026-08-21,"",Mandima,ambiguous,treatment_centre,mandima,Mandima,strained,,,Mandima,Ituri,The treatment center is oversaturated with patients.,"saturation des CTE de Nizi, Kilo, Logo, Mandima et Kigonze (suspects) en Ituri",low,agy:gemini-3.1-pro-low
099,2026-08-21,"",Sota,ambiguous,treatment_centre,sota,Sota,strained,,,Nyankunde,Ituri,Patients escaped from the center due to a lack of food.,"14 patients se sont par ailleurs évadés des CTE, dont 10 à Sota faute de nourriture",high,agy:gemini-3.1-pro-low
099,2026-08-21,"",CTE de grande capacité,unnamed,treatment_centre,grande capacite,"",under_construction,,,"",Tshopo,Construction of a large capacity treatment center is ongoing.,les travaux de construction des unités d’isolement de Madula et de Kabondo ainsi que du CTE de grande capacité se poursuivent,high,agy:gemini-3.1-pro-low
099,2026-08-21,"",Kabondo,ambiguous,isolation_centre,kabondo,Kabondo,under_construction,,,Kabondo,Tshopo,Construction works on the isolation units are ongoing.,les travaux de construction des unités d’isolement de Madula et de Kabondo ainsi que du CTE de grande capacité se poursuivent,high,agy:gemini-3.1-pro-low
099,2026-08-21,ci-madula,unités d’isolement de Madula,named,isolation_centre,madula,Madula,under_construction,,,Wanierukula,Tshopo,Construction works on the isolation units are ongoing.,les travaux de construction des unités d’isolement de Madula et de Kabondo ainsi que du CTE de grande capacité se poursuivent,high,agy:gemini-3.1-pro-low
099,2026-08-21,ct-hgr-buta,HGR de Buta,named,transit_centre,buta,Buta,mention_only,,,Buta,Bas-Uele,The hospital was re-evaluated for infection control and its score increased.,"l’HGR de Buta a été réévalué, son score passant de 32 % à 61,6 %",high,agy:gemini-3.1-pro-low
099,2026-08-21,ct-hgr-musienene,CT de l’HGR de Musienene,named,transit_centre,musienene,Musienene,under_construction,,,Musienene,Nord-Kivu,The transit center at the hospital is undergoing rehabilitation.,poursuite de la construction du triage de l’HGR de Vuhovi (ULB Coopération) et de la réhabilitation du CT de l’HGR de Musienene,high,agy:gemini-3.1-pro-low
099,2026-08-21,cte-buta,CTE de Buta,named,treatment_centre,buta,Buta,under_construction,,,Buta,Bas-Uele,Construction of the treatment center is being accelerated due to low reception capacity.,la faible capacitée d’accueil impose d’accélérer la construction du CTE de Buta,high,agy:gemini-3.1-pro-low
099,2026-08-21,cte-hc-kisangani,CTE HC Kisangani,named,treatment_centre,kisangani,Kisangani,operating,,14,Makiso Kisangani,Tshopo,The treatment center received a new suspected case and discharged a recovered patient.,une nouvelle admission de cas suspect au CTE HC Kisangani et une sortie de guérison portent à 5 le nombre de patients isolés (1 confirmé et 4 suspects) pour 14 lits,high,agy:gemini-3.1-pro-low
099,2026-08-21,cte-katwa,CTE de Katwa,named,treatment_centre,katwa,Katwa,operating,,,Katwa,Nord-Kivu,"The treatment center admitted confirmed and suspected cases, and discharged recovered patients.",66 admissions ont été enregistrées (5 confirmés et 61 suspects) pour 59 sorties dont 4 guéris au CTE de Katwa,high,agy:gemini-3.1-pro-low
099,2026-08-21,cte-nizi,CTE de Nizi,named,treatment_centre,nizi,Nizi,expanded,,,Nizi,Ituri,Extensions to the treatment center are being completed.,"achèvement des extensions des CTE de Nizi, ISTM et Bambu en Ituri",high,agy:gemini-3.1-pro-low
099,2026-08-21,cte-nizi,CTE de Nizi,named,treatment_centre,nizi,Nizi,strained,,,Nizi,Ituri,The treatment center is oversaturated with patients.,"saturation des CTE de Nizi, Kilo, Logo, Mandima et Kigonze (suspects) en Ituri",high,agy:gemini-3.1-pro-low
099,2026-08-21,hosp-hgr-vuhovi,HGR de Vuhovi,named,hospital_isolation,vuhovi,Vuhovi,mention_only,,,Vuhovi,Nord-Kivu,Construction of the triage area at the hospital is ongoing.,poursuite de la construction du triage de l’HGR de Vuhovi (ULB Coopération),high,agy:gemini-3.1-pro-low
099,2026-08-21,site-centre-medical-tradimoderne,Centre médical Tradimoderne,named,other,tradimoderne,"",mention_only,,,"",Tshopo,The medical center was evaluated by infection control teams.,"9 PPL ont été évalués, dont 7 à la polyclinique ART et 2 au Centre médical Tradimoderne",high,agy:gemini-3.1-pro-low
099,2026-08-21,site-ch-maghombi,CH Maghombi,named,other,oicha,Oicha,mention_only,,,Oicha,Nord-Kivu,Burial teams were accompanied to the hospital for swabbing.,"accompagnement des équipes EDS au cimetière de Bundji, au CH de l’Unité à Mihake et au CH Maghombi (Oicha) pour le swab",high,agy:gemini-3.1-pro-low
099,2026-08-21,site-ch-unite,CH de l’Unité,named,other,mihake,Mihake,mention_only,,,Masereka,Nord-Kivu,Burial teams were accompanied to the hospital for swabbing.,"accompagnement des équipes EDS au cimetière de Bundji, au CH de l’Unité à Mihake et au CH Maghombi (Oicha) pour le swab",high,agy:gemini-3.1-pro-low
099,2026-08-21,site-cs-famille,CS La Famille,named,other,famille,"",mention_only,,,Mangobo,Tshopo,The health center was accompanied by infection control teams.,"8 ESS ont été accompagnés (CS Jamaa, CSR Foyer, HGR Mangobo, CS La Famille, CSR Matete, CS Segama, CS Konga-Konga et la Prison centrale)",high,agy:gemini-3.1-pro-low
099,2026-08-21,site-cs-jades,CS Jades,named,other,jades,"",mention_only,,,Beni,Nord-Kivu,Infection control teams provided coverage at the health center.,"couverture des équipes PCI dans les ménages de Mangothe et de Kasanga Tuha (AS de Bundji), au CS Ruwenzori (AS de Kasabinyole) et au CS Jades",high,agy:gemini-3.1-pro-low
