province,osm_type,osm_id,name,amenity,healthcare,operator,lat,lon
Nord-Kivu,node,13846862800,Centre de santé Vusitoro,doctors,centre,"",-0.142088,29.402053
Nord-Kivu,node,6280650690,Centre de santé de Kasizi,clinic,"","",-1.4955868,29.3725839
Nord-Kivu,node,6280650691,Centre de santé de Kingarame,clinic,"","",-1.4816065,29.3503685
Nord-Kivu,node,6123220416,Centre de santé de Référence Albert Berthel,clinic,"","",-1.6566642,29.2092072
Nord-Kivu,node,13846862511,Centre de santé de Référence Albert Berthel,clinic,"","",-1.6566642,29.2092072
Nord-Kivu,node,6123220344,Centre de santé de Référence Kahembe,clinic,"","",-1.6812951,29.2422869
Nord-Kivu,node,13846862494,Centre de santé de Référence Notre Dame de Carmel,clinic,"","",-1.6681298,29.2065471
Nord-Kivu,node,13846862713,Centre de santé de référence Kibirizi,clinic,"",Ministère de la santé,-0.9146447,29.200432
Nord-Kivu,node,6280650688,Centre de santé et maternité Buhumba,clinic,"","",-1.5158975,29.34244
Nord-Kivu,node,9798326869,Centre de santé lubena,hospital,"","",0.5101449,29.1373812
Nord-Kivu,node,13179605634,Centre de santé lume,clinic,"","",0.2601124,29.7237621
Nord-Kivu,way,792494163,Centre hospitalier La Providence,hospital,hospital,"",-1.6614298,29.1729599
Nord-Kivu,node,8237926945,Centre hospitalier New Horizon,hospital,"","",-1.6457048,29.1847798
Nord-Kivu,node,13846862613,Centre hospitalier New Horizon,hospital,"","",-1.6457048,29.1847798
Nord-Kivu,node,13846862403,Centre hospitalier Shifaa,clinic,clinic,"",-1.6879435,29.2305516
Nord-Kivu,node,13846863254,Centre hospitalier Virunga,clinic,"","",0.5204508,29.4660406
Nord-Kivu,node,7770105364,Centre hospitalier de Kitsimba,hospital,"",Protestants,-0.1476722,29.3329873
Nord-Kivu,node,9602484920,Centre hospitalier grand samaritain,hospital,"","",-1.6582309,29.2342508
Nord-Kivu,node,13846862547,Centre hospitalier grand samaritain,hospital,"","",-1.6582309,29.2342508
Nord-Kivu,node,13846863249,Centre hospitalier virunga,clinic,clinic,"",0.5205342,29.4661747
Nord-Kivu,node,7383140796,Centre medical Rurihose,doctors,"","",-1.6918405,28.8844517
Nord-Kivu,node,13846852533,Centre medical Rurihose,doctors,"","",-1.6918405,28.8844517
Nord-Kivu,node,13846852550,Centre mécical Dieu est providence,clinic,"","",-1.6628072,29.1748233
Nord-Kivu,node,13846862464,Centre médical Belle vue,clinic,"","",-1.6788226,29.2195491
Nord-Kivu,node,13846862625,Centre médical Biosadec,doctors,"","",-1.5697539,29.0521953
Nord-Kivu,node,13846862629,Centre médical Biosadec,doctors,"","",-1.5697539,29.0521953
Nord-Kivu,node,13846862468,Centre médical Camelias,clinic,"","",-1.676665,29.2123307
Nord-Kivu,node,13846852562,Centre médical Dieu d'abord,clinic,"","",-1.6480994,29.1692785
Nord-Kivu,node,11010425920,Centre médical Dorothée,hospital,"","",0.5009535,29.4314553
Nord-Kivu,node,13846862495,Centre médical Gesom,clinic,"","",-1.6693269,29.2109547
Nord-Kivu,node,6151204640,Centre médical Kentucky,clinic,"","",-1.6609921,29.2143577
Nord-Kivu,node,13846862496,Centre médical Kentucky,clinic,"","",-1.6609921,29.2143577
Nord-Kivu,node,7383140798,Centre médical Maranatha,doctors,"","",-1.5375592,28.8729693
Nord-Kivu,node,13846862617,Centre médical Maranatha,doctors,"","",-1.5375592,28.8729693
Nord-Kivu,node,13846862624,Centre médical Merci,doctors,"","",-1.5661856,29.0493999
Nord-Kivu,node,13846862627,Centre médical Merci,doctors,"","",-1.5661856,29.0493999
Nord-Kivu,node,13846863204,Centre médical Ngoyi,clinic,"","",0.4919502,29.4668924
Nord-Kivu,node,7383140793,Centre médical Salama,doctors,"","",-1.5434961,28.8723278
Nord-Kivu,node,13846862622,Centre médical Salama,doctors,"","",-1.5434961,28.8723278
Nord-Kivu,node,13846863096,Centre médical Tout est Grâce,doctors,"","",0.1598785,29.3220232
Nord-Kivu,node,6281023401,Centre médical Tropical,clinic,"","",-1.6457622,29.2292105
Nord-Kivu,node,13846862572,Centre médical Tropical,clinic,"","",-1.6457622,29.2292105
Nord-Kivu,node,7383140794,Centre médical Umoja,doctors,"","",-1.5384232,28.874528
Nord-Kivu,node,13846862620,Centre médical Umoja,doctors,"","",-1.5384232,28.874528
Nord-Kivu,node,13846862459,Centre médical adventiste,hospital,"","",-1.6720635,29.1988928
Nord-Kivu,node,13846863027,Centre orthopédique de Régénération,clinic,"","",0.1277839,29.2939339
Nord-Kivu,node,13846863201,Centre pour Handicapes physique Heshima Lutu,clinic,nurse,"",0.4857066,29.4578691
Nord-Kivu,node,9462412609,Centre psychiatrique Sainte Croix,hospital,"","",0.1081895,29.3031013
Nord-Kivu,node,13846863291,Clin Exauce,clinic,"","",0.3330872,29.6743833
Nord-Kivu,node,13846863241,Clin Saint Vincent de Paul,clinic,clinic,"",0.5098917,29.4586217
Nord-Kivu,node,13846863272,Clin Salama,clinic,"","",0.6884689,29.5064745
Nord-Kivu,node,13846863253,Clin Siloe,clinic,clinic,"",0.5237528,29.4665611
Nord-Kivu,node,13846863247,Clin le Rocher,clinic,clinic,"",0.5056886,29.4775555
Nord-Kivu,node,13846863250,Clin le Rocher,clinic,clinic,"",0.5059783,29.4797817
Nord-Kivu,node,13846863246,Clinic médical La prospérité,clinic,clinic,"",0.51908,29.4661262
Nord-Kivu,node,13846863245,Clinic médical la Prospérité,clinic,"","",0.5190189,29.466363
Nord-Kivu,node,13846863199,Clininque ISTM,clinic,clinic,"",0.49879,29.45909
Nord-Kivu,node,13846863184,Clinique A Dieu la Gloire,clinic,clinic,"",0.4832444,29.4717861
Nord-Kivu,node,13846862426,Clinique AGAPE,clinic,clinic,"",-1.6730384,29.2297229
Nord-Kivu,node,13846863275,Clinique Africano Face B,clinic,"","",0.6907078,29.5039729
Nord-Kivu,node,13846862437,Clinique Agape,clinic,clinic,"",-1.6747748,29.2307695
Nord-Kivu,node,8014570617,Clinique Amani,clinic,"","",0.6540579,29.4964456
Nord-Kivu,node,13846863271,Clinique Amani,clinic,"","",0.6540579,29.4964456
Nord-Kivu,node,13846863256,Clinique Arbre de Vie,clinic,clinic,"",0.5140817,29.455395
Nord-Kivu,node,13846863295,Clinique Busamba,clinic,"","",0.327017,29.6825635
Nord-Kivu,node,13846863196,Clinique COMUSAT,clinic,clinic,"",0.4912194,29.4828523
Nord-Kivu,node,13846862914,Clinique Dieu Vivant,clinic,clinic,"",0.1078485,29.2798071
Nord-Kivu,node,13846863185,Clinique Faraja,clinic,clinic,"",0.478296,29.4596644
Nord-Kivu,node,7862014898,Clinique Gloria,clinic,"","",-1.6578503,29.2045484
Nord-Kivu,node,13846862512,Clinique Gloria,clinic,"","",-1.6578503,29.2045484
Nord-Kivu,node,13846863083,Clinique Gloria,clinic,clinic,"",0.150917,29.315567
Nord-Kivu,node,13846862942,Clinique Kasingi,clinic,"","",0.1145512,29.327198
Nord-Kivu,node,13846863194,Clinique LIDEFAU,clinic,clinic,"",0.4935801,29.4744547
Nord-Kivu,node,13846863214,Clinique La Grâce,clinic,clinic,"",0.48469,29.4657217
Nord-Kivu,node,13846863252,Clinique Lakamission,clinic,clinic,"",0.509231,29.457044
Nord-Kivu,node,13846863181,Clinique Les Bernardins,clinic,clinic,"",0.48299,29.4688983
Nord-Kivu,node,13846863260,Clinique Main de Dieu,clinic,clinic,"",0.4851554,29.4428893
Nord-Kivu,node,13846863031,Clinique Medical Luvika,clinic,centre,"",0.1215817,29.2839848
Nord-Kivu,node,13846863257,Clinique Médical Dieu est grand,clinic,"","",0.5065172,29.467606
Nord-Kivu,node,13846863035,Clinique Médicale EL-Shaddal,clinic,"","",0.1533233,29.2922283
Nord-Kivu,node,10036652739,Clinique Naturelle Afya Bora,clinic,"","",-0.235733,29.2827198
Nord-Kivu,node,13846863042,Clinique Pax Christi,clinic,doctor,"",0.141567,29.3018
Nord-Kivu,node,13846862444,Clinique Polygone de Willis,clinic,"","",-1.6751447,29.2344938
Nord-Kivu,node,13846863073,Clinique Pédiatrique,clinic,clinic,"",0.1404,29.294617
Nord-Kivu,node,13846863262,Clinique Rita de Cascia,clinic,clinic,"",0.4995157,29.443122
Nord-Kivu,node,13846863219,Clinique Saint André,clinic,"","",0.5007909,29.4821355
Nord-Kivu,node,13846863205,Clinique Saint Damien,clinic,clinic,"",0.4927152,29.47376
Nord-Kivu,node,13846863261,Clinique Saint Jean,clinic,clinic,"",0.50072,29.4337183
Nord-Kivu,node,6374102952,Clinique Shalom,clinic,clinic,"",0.570436,29.4765162
Nord-Kivu,node,13846863273,Clinique Shalom,clinic,clinic,"",0.570436,29.4765162
Nord-Kivu,node,13846863036,Clinique Tout est Grace,clinic,clinic,"",0.1363467,29.28805
Nord-Kivu,node,13846863244,Clinique Tumaini Letu,clinic,clinic,"",0.5150467,29.471
Nord-Kivu,node,13846863198,Clinique Universelle,clinic,clinic,"",0.4928917,29.4691983
Nord-Kivu,node,13846862770,Clinique Universitaire de Lukanga,clinic,"","",-0.0622004,29.2999443
Nord-Kivu,node,13846863179,Clinique Utulivu,clinic,clinic,"",0.481385,29.4638183
Nord-Kivu,node,13846863005,Clinique World Symbiose,clinic,"","",0.1208615,29.2900879
Nord-Kivu,node,13846863017,Clinique d'Assistance Psychosociale,clinic,"","",0.1265739,29.2938855
Nord-Kivu,node,13846863218,Clinique de Santé,clinic,clinic,"",0.492989,29.4830771
Nord-Kivu,node,13846862973,Clinique de l'Esperance,clinic,clinic,"",0.1142806,29.3047669
Nord-Kivu,node,13846863222,Clinique de l'Espérance,clinic,clinic,"",0.5018567,29.4820783
Nord-Kivu,node,13846862913,Clinique de recherche en médecine ( Kisongya),clinic,"","",0.1068285,29.2975337
Nord-Kivu,node,13846862492,Clinique du Peuple,clinic,"","",-1.6642539,29.2145285
Nord-Kivu,node,13846863186,Clinique ilu,clinic,clinic,"",0.4802402,29.4698677
Nord-Kivu,node,13846863020,Clinique la Lumière,clinic,clinic,"",0.1305539,29.2899757
Nord-Kivu,node,13846862929,Clinique la vie des Hommes,clinic,"","",0.1072828,29.3185546
Nord-Kivu,node,13846862431,Clinique médical Emmanuel,clinic,"","",-1.6724081,29.2244878
Nord-Kivu,node,13846862429,Clinique nyota ya amani cna,clinic,"","",-1.6735923,29.2287597
Nord-Kivu,node,13846862469,Clinique sainte anne,clinic,"","",-1.6732198,29.215724
Nord-Kivu,node,13846863111,Complexe Pakimo,clinic,"",lieu sépulcre familial +Projet d'hôpital,0.1703934,29.2876589
Nord-Kivu,node,9165465620,Couveuse Hôpital Kitatumba,hospital,"","",0.1456292,29.2858407
Nord-Kivu,node,13846862976,Dentisterie Anglican,clinic,"",anglican,0.1207114,29.3005854
Nord-Kivu,node,13846863189,Disp.Du CS la Modestie,doctors,Disp,"",0.466696,29.4587464
Nord-Kivu,node,13846863191,Disp.La Bienheurese Anuarite,doctors,Disp,"",0.4767956,29.466181
Nord-Kivu,node,13846863225,Dispensaire Faraja,clinic,clinic,"",0.4893733,29.4814833
Nord-Kivu,node,13846863197,Dispensaire Lwanzo,clinic,"","",0.4987274,29.4837646
Nord-Kivu,node,13846863236,Dispensaire Maji ya uzima,clinic,clinic,"",0.4857023,29.4888648
Nord-Kivu,node,13846863265,Dispensaire Mate_Dei H,doctors,Disp,"",0.5008692,29.427816
Nord-Kivu,node,11065209359,Dispensaire Saint Antoine de Padoue,hospital,"","",0.085396,29.2665116
Nord-Kivu,node,13846863167,Dispensaire Ulinzi Wa Afia,doctors,nurse,"",0.41646,29.2877271
Nord-Kivu,node,13846862819,Dispensaire de l'Arescepromen,clinic,"","",0.3476781,28.7772109
Nord-Kivu,node,11010420952,Dispensaire pédiatrique la guérison,hospital,"","",0.4981161,29.4424395
Nord-Kivu,node,9465531219,Dispensaire vétérinaire,hospital,"","",0.1000047,29.3044124
Nord-Kivu,node,12206729312,Faraja,clinic,"",Ministère de la santé,-1.0833387,29.231267
Nord-Kivu,node,13846862706,Faraja,clinic,"",Ministère de la santé,-1.0833387,29.231267
Nord-Kivu,node,13846863063,Fistula Program Hospital,clinic,"","",0.1475409,29.2878352
Nord-Kivu,node,12206729265,HGR de Bambo,hospital,"",Ministère de la santé,-1.0848512,29.2231017
Nord-Kivu,node,13846862702,HGR de Bambo,hospital,"",Ministère de la santé,-1.0848512,29.2231017
Nord-Kivu,node,13846863259,Heri Kwetu,clinic,nurse,"",0.4960723,29.4370266
Nord-Kivu,node,6374000492,Hopital Général de Référence de Lubero,doctors,centre,"",-0.1611217,29.2305983
Nord-Kivu,node,13846862772,Hopital Général de Référence de Lubero,doctors,centre,"",-0.1611217,29.2305983
Nord-Kivu,way,1003662230,Hopital Général de référence de Mabalako,hospital,hospital,Ministere de la santé,0.4683405,29.2130968
Nord-Kivu,node,12186148559,Hopital general de reférence Kibirizi,hospital,hospital,Ministère de la santé,-0.9062031,29.1972541
Nord-Kivu,node,13846862709,Hopital general de reférence Kibirizi,hospital,hospital,Ministère de la santé,-0.9062031,29.1972541
Nord-Kivu,node,9186550423,Hosp De Non Parle,hospital,"","",0.5044957,29.4092761
Nord-Kivu,node,13846863183,Hôpital Baraka,clinic,"","",0.4810789,29.458579
Nord-Kivu,way,653620549,Hôpital Bethesda,hospital,hospital,"",-1.6516043,29.1894883
Nord-Kivu,way,796921707,Hôpital Général de Référence de Kalunguta,hospital,hospital,"",0.3322682,29.3547844
Nord-Kivu,node,7407644963,Hôpital Général de Référence de Manguredjipa,hospital,hospital,"",0.361782,28.7592375
Nord-Kivu,way,193634276,Hôpital Général de Référence du Nord Kivu,hospital,hospital,"",-1.6790689,29.2244765
Nord-Kivu,way,1516636654,Hôpital Général de Référence du Nord Kivu,hospital,hospital,"",-1.6790689,29.2244765
Nord-Kivu,way,193652062,Hôpital Général de RéférenceVirunga,hospital,"","",-1.6667892,29.2325097
Nord-Kivu,node,11905143145,Hôpital Général de référence de Kamango,hospital,"","",0.6581897,29.8818062
Nord-Kivu,way,796947938,Hôpital Générale de Référence de Katwa,clinic,hospital,"",0.0929783,29.306423
Nord-Kivu,way,195742803,Hôpital Heal Africa,hospital,hospital,Heal Africa,-1.689032,29.2356161
Nord-Kivu,way,195725935,Hôpital MONUSCO,hospital,hospital,"",-1.6890208,29.2389359
Nord-Kivu,way,193247336,Hôpital Militaire Régional,hospital,hospital,"",-1.6684785,29.2186863
Nord-Kivu,node,11010443211,Hôpital UNCHIR,hospital,"","",0.4936072,29.4427019
Nord-Kivu,way,792145017,Hôpital de Kirotshe,hospital,hospital,"",-1.6127095,29.0305891
Nord-Kivu,node,13846863120,Hôpital de l'Unité,clinic,"","",0.1630909,29.30054
Nord-Kivu,way,772788349,Hôpital général de référence de Mutwanga,hospital,hospital,"",0.3342683,29.745572
Nord-Kivu,node,13846852600,Jubilé,clinic,clinic,"",-1.6885423,29.2341427
Nord-Kivu,node,13846863171,Kavingu,doctors,Post,"",0.4046039,29.4361335
Nord-Kivu,node,13180721073,Kinesiterapie,hospital,"","",0.5229828,29.4500641
Nord-Kivu,node,13846863251,La puissance de Dieu,clinic,"","",0.5229828,29.4500641
Nord-Kivu,node,13846863255,La puissance de Dieu,clinic,"","",0.5229828,29.4500641
Nord-Kivu,way,840941466,Level III Hospital,hospital,hospital,MONUSCO,-1.6761095,29.2127854
Nord-Kivu,way,1516636656,Level III Hospital,hospital,hospital,MONUSCO,-1.6761095,29.2127854
Nord-Kivu,node,11124976992,Lwanzo Hospital Center,hospital,"","",0.4911924,29.4677688
Nord-Kivu,node,11242988623,Lwanzo Hospital Center,clinic,"","",0.4913919,29.4677172
Nord-Kivu,node,13846863206,Lwanzo Hospital Center,clinic,"","",0.4913919,29.4677172
Nord-Kivu,node,8835888592,Maison Médecine Traditionnelle,hospital,"","",-0.1541065,29.5558092
Nord-Kivu,node,13846862601,Maison médical Mongera,clinic,"","",-1.6415033,29.1806786
Nord-Kivu,node,13846863200,Mumbere Belle Vue Group,clinic,"","",0.4915597,29.4674321
Nord-Kivu,way,790392052,Museya,hospital,"","",-0.0796937,29.5321928
Nord-Kivu,node,8599414458,Notre Maison ABC,hospital,"","",0.4898221,29.4704871
Nord-Kivu,node,6374099364,POSTE DE SECOURS D'URGENCE MIKOLE,doctors,doctor,"",0.1968091,29.4190744
Nord-Kivu,node,13846863149,POSTE DE SECOURS D'URGENCE MIKOLE,doctors,doctor,"",0.1968091,29.4190744
Nord-Kivu,node,6374102924,PS 55E CBCE MANZIA,doctors,doctor,"",0.064905,29.0331367
Nord-Kivu,node,13846862825,PS 55E CBCE MANZIA,doctors,doctor,"",0.064905,29.0331367
Nord-Kivu,node,6374102892,PS A.V.O,doctors,doctor,"",-0.151125,29.5526067
Nord-Kivu,node,13846862723,PS A.V.O,doctors,doctor,"",-0.151125,29.5526067
Nord-Kivu,node,6374102838,PS ADVENTISTE KILAU,doctors,doctor,"",-0.1217882,29.0316805
Nord-Kivu,node,13846862814,PS ADVENTISTE KILAU,doctors,doctor,"",-0.1217882,29.0316805
Nord-Kivu,node,6374102806,PS BARAKA,doctors,doctor,"",0.070495,29.1172683
Nord-Kivu,node,13846862842,PS BARAKA,doctors,doctor,"",0.070495,29.1172683
Nord-Kivu,node,6374102805,PS BITUMBI,doctors,doctor,"",0.0657217,29.09464
Nord-Kivu,node,13846862845,PS BITUMBI,doctors,doctor,"",0.0657217,29.09464
Nord-Kivu,node,13846862820,PS BUNANDE,doctors,doctor,"",0.003729,28.803571
Nord-Kivu,node,6374102575,PS BWALYANA,doctors,doctor,"",-0.098546,29.390335
Nord-Kivu,node,13846862773,PS BWALYANA,doctors,doctor,"",-0.098546,29.390335
Nord-Kivu,node,6374102848,PS Bunande,doctors,doctor,"",-0.140071,29.316517
Nord-Kivu,node,13846862796,PS Bunande,doctors,doctor,"",-0.140071,29.316517
Nord-Kivu,node,6374102891,PS CAPHY,doctors,doctor,"",-0.1536133,29.5557183
Nord-Kivu,node,13846862726,PS CAPHY,doctors,doctor,"",-0.1536133,29.5557183
Nord-Kivu,node,6374102890,PS CBCA KYAVINYONGE,doctors,doctor,"",-0.1489835,29.5514669
Nord-Kivu,node,13846862725,PS CBCA KYAVINYONGE,doctors,doctor,"",-0.1489835,29.5514669
Nord-Kivu,node,6374102889,PS COOPEVI,doctors,doctor,"",-0.1526949,29.5602239
Nord-Kivu,node,13846862729,PS COOPEVI,doctors,doctor,"",-0.1526949,29.5602239
Nord-Kivu,node,6374102840,PS DE RUGHENDA,doctors,doctor,"",-0.1850167,29.1277433
Nord-Kivu,node,13846862750,PS DE RUGHENDA,doctors,doctor,"",-0.1850167,29.1277433
Nord-Kivu,node,6374102842,PS KAKONZE,doctors,doctor,"",-0.1798333,29.12389
Nord-Kivu,node,13846862749,PS KAKONZE,doctors,doctor,"",-0.1798333,29.12389
Nord-Kivu,node,6374102894,PS KALAMBI,doctors,doctor,"",-0.0833416,29.5166588
Nord-Kivu,node,13846862808,PS KALAMBI,doctors,doctor,"",-0.0833416,29.5166588
Nord-Kivu,node,6374102804,PS KALUNDU,doctors,doctor,"",0.0722483,29.081055
Nord-Kivu,node,13846862823,PS KALUNDU,doctors,doctor,"",0.0722483,29.081055
Nord-Kivu,node,6374102837,PS KASINGA,doctors,doctor,"",-0.102305,29.067299
Nord-Kivu,node,13846862816,PS KASINGA,doctors,doctor,"",-0.102305,29.067299
Nord-Kivu,node,6374102927,PS KASINZWE,doctors,doctor,"",-0.1802892,29.3229902
Nord-Kivu,node,13846862758,PS KASINZWE,doctors,doctor,"",-0.1802892,29.3229902
Nord-Kivu,node,13846862783,PS KAVETYA,doctors,doctor,"",-0.1564533,29.2388717
Nord-Kivu,node,6374102807,PS KAVIRU,doctors,doctor,"",-0.1997443,29.1576278
Nord-Kivu,node,13846862753,PS KAVIRU,doctors,doctor,"",-0.1997443,29.1576278
Nord-Kivu,node,6374102922,PS KIDIMA ADVANTISTE,doctors,doctor,"",0.0702317,29.03397
Nord-Kivu,node,13846862827,PS KIDIMA ADVANTISTE,doctors,doctor,"",0.0702317,29.03397
Nord-Kivu,node,13846862744,PS KISOLU,doctors,doctor,"",-0.385068,29.332313
Nord-Kivu,node,6374102816,PS KIVUGHA,doctors,doctor,"",-0.1530867,29.2825033
Nord-Kivu,node,13846862803,PS KIVUGHA,doctors,doctor,"",-0.1530867,29.2825033
Nord-Kivu,node,6374102930,PS KUDO,doctors,doctor,"",0.067692,28.946826
Nord-Kivu,node,13846862824,PS KUDO,doctors,doctor,"",0.067692,28.946826
Nord-Kivu,node,6374102820,PS KYAHALI,doctors,doctor,"",-0.1280333,29.233725
Nord-Kivu,node,13846862778,PS KYAHALI,doctors,doctor,"",-0.1280333,29.233725
Nord-Kivu,node,13846863154,PS Kibwe (Mahohe),doctors,nurse,"",0.3088576,29.3452307
Nord-Kivu,node,6374100718,PS MABUNGO,doctors,doctor,"",-0.016667,29.083333
Nord-Kivu,node,13846862817,PS MABUNGO,doctors,doctor,"",-0.016667,29.083333
Nord-Kivu,node,6374102929,PS MAMBENA,doctors,doctor,"",0.097955,28.921135
Nord-Kivu,node,13846862833,PS MAMBENA,doctors,doctor,"",0.097955,28.921135
Nord-Kivu,node,6374102844,PS MATEMBO,doctors,doctor,"",-0.1145023,29.2493564
Nord-Kivu,node,13846862804,PS MATEMBO,doctors,doctor,"",-0.1145023,29.2493564
Nord-Kivu,node,6374102566,PS MAVWE,doctors,doctor,"",0.0392533,29.07316
Nord-Kivu,node,13846862828,PS MAVWE,doctors,doctor,"",0.0392533,29.07316
Nord-Kivu,node,6374100734,PS MBALALA,doctors,doctor,"",0.111387,28.927754
Nord-Kivu,node,13846862826,PS MBALALA,doctors,doctor,"",0.111387,28.927754
Nord-Kivu,node,6374102577,PS MISAVU,doctors,doctor,"",0.0499717,29.1144683
Nord-Kivu,node,13846862836,PS MISAVU,doctors,doctor,"",0.0499717,29.1144683
Nord-Kivu,node,6374102887,PS MURAMBA,doctors,doctor,"",-0.195907,29.478348
Nord-Kivu,node,13846862767,PS MURAMBA,doctors,doctor,"",-0.195907,29.478348
Nord-Kivu,node,6374102926,PS MURANDA,doctors,doctor,"",0.0548003,28.9608522
Nord-Kivu,node,13846862822,PS MURANDA,doctors,doctor,"",0.0548003,28.9608522
Nord-Kivu,node,6374102883,PS MUTIRI,doctors,doctor,"",-0.1111128,29.2720831
Nord-Kivu,node,13846862788,PS MUTIRI,doctors,doctor,"",-0.1111128,29.2720831
Nord-Kivu,way,774622207,PS Mbalala,hospital,hospital,"",0.1113028,28.9277691
Nord-Kivu,node,6374102867,PS NGANE,doctors,doctor,"",0.0222133,29.124275
Nord-Kivu,node,13846862846,PS NGANE,doctors,doctor,"",0.0222133,29.124275
Nord-Kivu,node,6374102846,PS NGATA,doctors,doctor,"",-0.1282422,29.2632763
Nord-Kivu,node,13846862795,PS NGATA,doctors,doctor,"",-0.1282422,29.2632763
Nord-Kivu,node,6374102815,PS NGUMBATI,doctors,doctor,"",-0.1501339,29.3149633
Nord-Kivu,node,13846862805,PS NGUMBATI,doctors,doctor,"",-0.1501339,29.3149633
Nord-Kivu,node,6374100735,PS NOTRE DAME DE GRACE,doctors,doctor,"",0.0870406,28.9509199
Nord-Kivu,node,13846862829,PS NOTRE DAME DE GRACE,doctors,doctor,"",0.0870406,28.9509199
Nord-Kivu,node,13846862722,PS Ruvumbura,hospital,nurse,"",-1.1845379,29.5676001
Nord-Kivu,node,6374102836,PS VULAMBO,doctors,doctor,"",-0.2539033,28.999455
Nord-Kivu,node,13846862752,PS VULAMBO,doctors,doctor,"",-0.2539033,28.999455
Nord-Kivu,node,6374102839,PS VULENZE,doctors,doctor,"",-0.1442067,29.06188
Nord-Kivu,node,13846862815,PS VULENZE,doctors,doctor,"",-0.1442067,29.06188
Nord-Kivu,node,6374102841,PS VUSANZWE,doctors,doctor,"",-0.240375,29.0736467
Nord-Kivu,node,13846862751,PS VUSANZWE,doctors,doctor,"",-0.240375,29.0736467
Nord-Kivu,node,6374102817,PS VUSAYI,doctors,doctor,"",-0.146001,29.331327
Nord-Kivu,node,13846862806,PS VUSAYI,doctors,doctor,"",-0.146001,29.331327
Nord-Kivu,node,13846863210,Polyclinic santé plus,clinic,"","",0.4879577,29.468953
Nord-Kivu,node,13846862466,Polyclinique INPP,clinic,"","",-1.6718701,29.2151364
Nord-Kivu,node,13846862969,Polyclinique ISTM,clinic,clinic,"",0.1138354,29.2797697
Nord-Kivu,node,7853742207,Poste de Sante Kaliki,doctors,"","",-1.7133321,28.9652388
Nord-Kivu,node,13846852538,Poste de Sante Kaliki,doctors,"","",-1.7133321,28.9652388
Nord-Kivu,node,7383140727,Poste de Sante Kisisi,doctors,"","",-1.6143527,29.0060218
Nord-Kivu,node,13846852573,Poste de Sante Kisisi,doctors,"","",-1.6143527,29.0060218
Nord-Kivu,node,13846863156,Poste de Sante Mahohe,doctors,nurse,"",0.3180965,29.3514352
Nord-Kivu,node,7383140708,Poste de Sante Muremure,doctors,"","",-1.6019301,28.9798419
Nord-Kivu,node,13846852576,Poste de Sante Muremure,doctors,"","",-1.6019301,28.9798419
Nord-Kivu,node,6374099366,Poste de Santé ACOPLAI,doctors,nurse,"",0.1998179,29.4158661
Nord-Kivu,node,13846863145,Poste de Santé ACOPLAI,doctors,nurse,"",0.1998179,29.4158661
Nord-Kivu,node,6374099363,Poste de Santé ADEPROSA,doctors,nurse,"",0.2000862,29.4111077
Nord-Kivu,node,13846863139,Poste de Santé ADEPROSA,doctors,nurse,"",0.2000862,29.4111077
Nord-Kivu,node,11992062051,Poste de Santé Agape,clinic,"","",-0.5619822,29.1833796
Nord-Kivu,node,13846862738,Poste de Santé Agape,clinic,"","",-0.5619822,29.1833796
Nord-Kivu,node,13846862970,Poste de Santé Bon Samaritain,doctors,nurse,"",0.1110617,29.274485
Nord-Kivu,node,13846862436,Poste de Santé CEBCE,clinic,"","",-1.6788789,29.234603
Nord-Kivu,node,6374102895,Poste de Santé Croix Rouge,doctors,nurse,"",-0.081006,29.5301329
Nord-Kivu,node,13846862771,Poste de Santé Croix Rouge,doctors,nurse,"",-0.081006,29.5301329
Nord-Kivu,node,9462470042,Poste de Santé EEERA Mutiri,hospital,"","",0.1306878,29.308117
Nord-Kivu,node,13846863093,Poste de Santé Gloire à Dieu,clinic,"","",0.1680876,29.318113
Nord-Kivu,node,13846862892,Poste de Santé Imani Uponya,doctors,nurse,"",0.1242877,29.2178982
Nord-Kivu,node,6374102862,Poste de Santé Kasinga,doctors,nurse,"",0.031729,29.209892
Nord-Kivu,node,13846862856,Poste de Santé Kasinga,doctors,nurse,"",0.031729,29.209892
Nord-Kivu,node,13846862798,Poste de Santé Kasoko,doctors,nurse,"",-0.023137,29.271133
Nord-Kivu,node,6374102859,Poste de Santé Kirungo,doctors,nurse,"",0.026842,29.3603
Nord-Kivu,node,13846862880,Poste de Santé Kirungo,doctors,nurse,"",0.026842,29.3603
Nord-Kivu,node,13846863094,Poste de Santé Kisitu,clinic,nurse,"",0.156017,29.320333
Nord-Kivu,node,13846862811,Poste de Santé Kivati,doctors,nurse,"",-0.0006783,29.4248233
Nord-Kivu,node,6374102885,Poste de Santé Kivugha,doctors,nurse,"",-0.01145,29.1875683
Nord-Kivu,node,13846862812,Poste de Santé Kivugha,doctors,nurse,"",-0.01145,29.1875683
Nord-Kivu,node,13846862917,Poste de Santé LA GU,doctors,nurse,"",0.09075,29.27539
Nord-Kivu,node,6374099354,Poste de Santé La Raison,hospital,nurse,"",0.0941722,29.2933005
Nord-Kivu,node,6374102364,Poste de Santé Leproserie,doctors,nurse,"",0.094767,29.315517
Nord-Kivu,node,13846862934,Poste de Santé Leproserie,doctors,nurse,"",0.094767,29.315517
